0rder,ECG1,ECG2
3741,-0.035,-0.385
3742,-0.03,-0.36
3743,-0.05,-0.365
3744,-0.055,-0.34
3745,-0.035,-0.355
3746,-0.04,-0.295
3747,-0.065,-0.26
3748,-0.025,-0.24
3749,-0.01,-0.24
3750,0,-0.19
3751,0,-0.175
3752,0.03,-0.17
3753,0.02,-0.155
3754,0.03,-0.16
3755,0.005,-0.15
3756,0.035,-0.185
3757,0.02,-0.22
3758,0.035,-0.24
3759,0,-0.23
3760,0.015,-0.26
3761,-0.01,-0.3
3762,-0.005,-0.295
3763,-0.025,-0.3
3764,-0.04,-0.325
3765,-0.055,-0.385
3766,-0.06,-0.4
3767,-0.04,-0.395
3768,-0.045,-0.4
3769,-0.02,-0.4
3770,-0.02,-0.4
3771,-0.025,-0.4
3772,-0.055,-0.405
3773,-0.05,-0.4
3774,-0.05,-0.41
3775,-0.06,-0.42
3776,-0.055,-0.4
3777,-0.045,-0.395
3778,-0.005,-0.4
3779,-0.02,-0.39
3780,0,-0.395
3781,-0.03,-0.405
3782,-0.045,-0.4
3783,-0.055,-0.39
3784,-0.06,-0.37
3785,-0.05,-0.395
3786,-0.035,-0.37
3787,-0.01,-0.365
3788,-0.015,-0.335
3789,-0.02,-0.28
3790,-0.035,-0.19
3791,-0.035,-0.04
3792,-0.01,0.195
3793,0.02,0.515
3794,0.03,0.81
3795,-0.06,1.03
3796,-0.2,1.285
3797,-0.415,1.575
3798,-0.66,1.84
3799,-0.89,1.93
3800,-1.055,1.92
3801,-1.065,1.85
3802,-0.97,1.735
3803,-0.935,1.54
3804,-0.865,1.365
3805,-0.835,1.21
3806,-0.775,1.1
3807,-0.705,1.145
3808,-0.64,1.335
3809,-0.625,1.645
3810,-0.6,1.72
3811,-0.565,1.41
3812,-0.535,0.745
3813,-0.475,0.065
3814,-0.435,-0.355
3815,-0.37,-0.575
3816,-0.31,-0.625
3817,-0.24,-0.595
3818,-0.16,-0.59
3819,-0.115,-0.585
3820,-0.07,-0.55
3821,0.005,-0.51
3822,0.07,-0.49
3823,0.08,-0.51
3824,0.1,-0.515
3825,0.12,-0.495
3826,0.15,-0.495
3827,0.135,-0.505
3828,0.13,-0.475
3829,0.14,-0.465
3830,0.135,-0.45
3831,0.14,-0.46
3832,0.165,-0.46
3833,0.155,-0.435
3834,0.175,-0.43
3835,0.185,-0.445
3836,0.18,-0.435
3837,0.195,-0.415
3838,0.205,-0.42
3839,0.18,-0.425
3840,0.195,-0.445
3841,0.215,-0.42
3842,0.225,-0.425
3843,0.255,-0.445
3844,0.28,-0.46
3845,0.295,-0.455
3846,0.31,-0.46
3847,0.29,-0.47
3848,0.315,-0.48
3849,0.3,-0.5
3850,0.315,-0.525
3851,0.305,-0.555
3852,0.32,-0.55
3853,0.365,-0.58
3854,0.36,-0.585
3855,0.4,-0.59
3856,0.37,-0.62
3857,0.38,-0.64
3858,0.39,-0.6
3859,0.395,-0.605
3860,0.405,-0.6
3861,0.4,-0.58
3862,0.415,-0.58
3863,0.4,-0.55
3864,0.395,-0.525
3865,0.375,-0.485
3866,0.365,-0.44
3867,0.35,-0.405
3868,0.3,-0.355
3869,0.27,-0.34
3870,0.265,-0.295
3871,0.265,-0.245
3872,0.265,-0.235
3873,0.24,-0.225
3874,0.235,-0.23
3875,0.205,-0.23
3876,0.175,-0.215
3877,0.14,-0.23
3878,0.145,-0.235
3879,0.13,-0.235
3880,0.1,-0.245
3881,0.095,-0.255
3882,0.085,-0.26
3883,0.095,-0.275
3884,0.115,-0.25
3885,0.105,-0.26
3886,0.07,-0.275
3887,0.075,-0.275
3888,0.055,-0.275
3889,0.085,-0.285
3890,0.06,-0.285
3891,0.06,-0.295
3892,0.075,-0.305
3893,0.07,-0.3
3894,0.075,-0.31
3895,0.08,-0.32
3896,0.07,-0.315
3897,0.065,-0.315
3898,0.055,-0.33
3899,0.04,-0.345
3900,0.065,-0.33
3901,0.075,-0.33
3902,0.1,-0.345
3903,0.075,-0.345
3904,0.07,-0.35
3905,0.07,-0.35
3906,0.075,-0.355
3907,0.075,-0.36
3908,0.075,-0.355
3909,0.075,-0.35
3910,0.07,-0.34
3911,0.09,-0.34
3912,0.12,-0.32
3913,0.11,-0.34
3914,0.065,-0.335
3915,0.06,-0.345
3916,0.05,-0.345
3917,0.08,-0.32
3918,0.065,-0.325
3919,0.07,-0.335
3920,0.09,-0.33
3921,0.11,-0.325
3922,0.1,-0.32
3923,0.1,-0.31
3924,0.1,-0.355
3925,0.09,-0.33
3926,0.06,-0.31
3927,0.07,-0.33
3928,0.065,-0.335
3929,0.08,-0.31
3930,0.085,-0.325
3931,0.08,-0.32
3932,0.075,-0.32
3933,0.075,-0.31
3934,0.075,-0.305
3935,0.065,-0.3
3936,0.055,-0.315
3937,0.07,-0.3
3938,0.06,-0.29
3939,0.075,-0.31
3940,0.095,-0.31
3941,0.1,-0.3
3942,0.08,-0.29
3943,0.095,-0.3
3944,0.095,-0.305
3945,0.075,-0.295
3946,0.065,-0.29
3947,0.06,-0.29
3948,0.09,-0.305
3949,0.07,-0.285
3950,0.085,-0.275
3951,0.09,-0.285
3952,0.09,-0.28
3953,0.1,-0.295
3954,0.08,-0.275
3955,0.055,-0.27
3956,0.07,-0.26
3957,0.08,-0.27
3958,0.1,-0.245
3959,0.08,-0.205
3960,0.08,-0.17
3961,0.055,-0.18
3962,0.04,-0.15
3963,0.08,-0.12
3964,0.115,-0.095
3965,0.13,-0.095
3966,0.125,-0.07
3967,0.12,-0.065
3968,0.145,-0.09
3969,0.16,-0.14
3970,0.13,-0.155
3971,0.095,-0.17
3972,0.055,-0.165
3973,0.05,-0.225
3974,0.035,-0.235
3975,0.06,-0.215
3976,0,-0.22
3977,0.01,-0.26
3978,0.03,-0.305
3979,0.045,-0.345
3980,0.05,-0.36
3981,0.035,-0.33
3982,0,-0.34
3983,0.015,-0.355
3984,0,-0.325
3985,0.015,-0.335
3986,0.005,-0.34
3987,0.01,-0.355
3988,0.015,-0.32
3989,0.015,-0.33
3990,0.02,-0.36
3991,0.015,-0.35
3992,-0.005,-0.345
3993,0,-0.335
3994,-0.02,-0.35
3995,-0.03,-0.345
3996,-0.02,-0.32
3997,-0.03,-0.335
3998,0,-0.33
3999,-0.005,-0.335
4000,-0.03,-0.295
4001,-0.025,-0.295
4002,-0.035,-0.25
4003,-0.03,-0.11
4004,-0.045,0.02
4005,-0.03,0.24
4006,0.01,0.54
4007,0.02,0.835
4008,-0.05,1.025
4009,-0.18,1.27
4010,-0.375,1.53
4011,-0.635,1.805
4012,-0.9,1.93
4013,-1.06,1.935
4014,-1.095,1.89
4015,-1.005,1.785
4016,-0.955,1.595
4017,-0.87,1.42
4018,-0.82,1.25
4019,-0.8,1.095
4020,-0.75,1.035
4021,-0.69,1.155
4022,-0.685,1.415
4023,-0.635,1.62
4024,-0.615,1.535
4025,-0.54,1.015
4026,-0.47,0.335
4027,-0.415,-0.18
4028,-0.37,-0.505
4029,-0.315,-0.63
4030,-0.26,-0.605
4031,-0.22,-0.59
4032,-0.16,-0.6
4033,-0.1,-0.55
4034,-0.025,-0.5
4035,0.03,-0.47
4036,0.11,-0.48
4037,0.085,-0.48
4038,0.095,-0.47
4039,0.12,-0.445
4040,0.14,-0.45
4041,0.155,-0.44
4042,0.145,-0.43
4043,0.145,-0.425
4044,0.18,-0.435
4045,0.2,-0.425
4046,0.2,-0.395
4047,0.195,-0.39
4048,0.185,-0.4
4049,0.175,-0.405
4050,0.16,-0.4
4051,0.18,-0.39
4052,0.175,-0.385
4053,0.185,-0.4
4054,0.23,-0.41
4055,0.25,-0.395
4056,0.26,-0.425
4057,0.24,-0.42
4058,0.235,-0.425
4059,0.245,-0.425
4060,0.275,-0.415
4061,0.285,-0.435
4062,0.295,-0.45
4063,0.295,-0.455
4064,0.34,-0.495
4065,0.35,-0.51
4066,0.355,-0.54
4067,0.34,-0.53
4068,0.345,-0.535
4069,0.365,-0.565
4070,0.35,-0.585
4071,0.38,-0.6
4072,0.385,-0.585
4073,0.405,-0.565
4074,0.42,-0.58
4075,0.415,-0.575
4076,0.44,-0.545
4077,0.42,-0.51
4078,0.385,-0.48
4079,0.37,-0.43
4080,0.365,-0.39
4081,0.335,-0.355
4082,0.35,-0.325
4083,0.315,-0.32
4084,0.325,-0.275
4085,0.32,-0.23
4086,0.29,-0.23
4087,0.245,-0.21
4088,0.21,-0.21
4089,0.17,-0.2
4090,0.16,-0.21
4091,0.17,-0.23
4092,0.175,-0.22
4093,0.13,-0.235
4094,0.125,-0.23
4095,0.13,-0.24
4096,0.1,-0.27
4097,0.085,-0.265
4098,0.05,-0.26
4099,0.035,-0.28
4100,0.05,-0.28
4101,0.055,-0.275
4102,0.05,-0.26
4103,0.06,-0.27
4104,0.09,-0.285
4105,0.05,-0.275
4106,0.065,-0.28
4107,0.06,-0.285
4108,0.035,-0.3
4109,0.065,-0.285
4110,0.06,-0.28
4111,0.06,-0.29
4112,0.065,-0.3
4113,0.085,-0.31
4114,0.075,-0.3
4115,0.06,-0.3
4116,0.065,-0.3
4117,0.05,-0.325
4118,0.05,-0.3
4119,0.03,-0.3
4120,0.045,-0.31
4121,0.065,-0.315
4122,0.055,-0.3
4123,0.055,-0.305
4124,0.06,-0.295
4125,0.075,-0.345
4126,0.075,-0.33
4127,0.07,-0.315
4128,0.04,-0.315
4129,0.035,-0.345
4130,0.045,-0.325
4131,0.045,-0.32
4132,0.045,-0.315
4133,0.075,-0.325
4134,0.03,-0.33
4135,0.04,-0.31
4136,0.02,-0.315
4137,0.04,-0.3
4138,0.015,-0.315
4139,0,-0.315
4140,0.005,-0.3
4141,0.045,-0.3
4142,0.055,-0.315
4143,0.075,-0.31
4144,0.025,-0.31
4145,0.02,-0.29
4146,0.045,-0.31
4147,0.025,-0.3
4148,0.03,-0.29
4149,0.01,-0.29
4150,0.025,-0.295
4151,0.015,-0.31
4152,0.04,-0.28
4153,0.04,-0.26
4154,0.045,-0.29
4155,0.045,-0.28
4156,-0.005,-0.27
4157,0.01,-0.265
4158,0.005,-0.3
4159,-0.015,-0.3
4160,-0.035,-0.265
4161,0,-0.255
4162,0.01,-0.27
4163,0.005,-0.275
4164,0.015,-0.29
4165,0,-0.265
4166,-0.02,-0.27
4167,-0.005,-0.265
4168,0.015,-0.255
4169,-0.005,-0.27
4170,0,-0.255
4171,0,-0.25
4172,0.005,-0.25
4173,0,-0.25
4174,-0.005,-0.245
4175,-0.005,-0.235
4176,-0.005,-0.24
4177,-0.03,-0.245
4178,-0.03,-0.22
4179,-0.01,-0.175
4180,-0.015,-0.15
4181,-0.015,-0.135
4182,0.005,-0.13
4183,0.03,-0.085
4184,0.025,-0.075
4185,0.035,-0.065
4186,0.035,-0.045
4187,0.02,-0.055
4188,0.055,-0.07
4189,0.06,-0.14
4190,0.06,-0.12
4191,0.07,-0.125
4192,0.055,-0.155
4193,0.03,-0.215
4194,0.015,-0.21
4195,0.005,-0.215
4196,-0.03,-0.21
4197,-0.05,-0.22
4198,-0.04,-0.26
4199,-0.045,-0.295
4200,-0.02,-0.3
4201,-0.02,-0.32
4202,-0.01,-0.315
4203,0.005,-0.29
4204,0,-0.295
4205,-0.03,-0.315
4206,-0.05,-0.33
4207,-0.04,-0.33
4208,-0.04,-0.32
4209,-0.04,-0.305
4210,-0.035,-0.29
4211,0,-0.31
4212,-0.04,-0.3
4213,-0.005,-0.32
4214,-0.015,-0.34
4215,-0.02,-0.29
4216,-0.07,-0.29
4217,-0.045,-0.305
4218,-0.055,-0.295
4219,-0.02,-0.31
4220,-0.01,-0.29
4221,-0.015,-0.265
4222,0,-0.235
4223,-0.005,-0.18
4224,-0.03,-0.045
4225,-0.025,0.145
4226,0.01,0.445
4227,0.05,0.815
4228,0,1.11
4229,-0.085,1.385
4230,-0.25,1.69
4231,-0.48,1.98
4232,-0.745,2.23
4233,-0.955,2.3
4234,-1.07,2.25
4235,-1.06,2.165
4236,-1.025,2.03
4237,-0.94,1.865
4238,-0.88,1.71
4239,-0.83,1.55
4240,-0.795,1.44
4241,-0.74,1.46
4242,-0.685,1.63
4243,-0.67,1.885
4244,-0.665,2.095
4245,-0.63,2.035
4246,-0.61,1.58
4247,-0.535,0.915
4248,-0.48,0.325
4249,-0.455,-0.06
4250,-0.375,-0.31
4251,-0.32,-0.45
4252,-0.3,-0.51
4253,-0.25,-0.55
4254,-0.215,-0.545
4255,-0.135,-0.525
4256,-0.085,-0.51
4257,-0.02,-0.52
4258,0.01,-0.525
4259,0.03,-0.54
4260,0.075,-0.51
4261,0.08,-0.5
4262,0.065,-0.525
4263,0.08,-0.48
4264,0.075,-0.475
4265,0.065,-0.46
4266,0.07,-0.48
4267,0.12,-0.46
4268,0.125,-0.435
4269,0.115,-0.45
4270,0.13,-0.435
4271,0.13,-0.445
4272,0.125,-0.45
4273,0.14,-0.44
4274,0.125,-0.435
4275,0.145,-0.42
4276,0.125,-0.42
4277,0.17,-0.415
4278,0.19,-0.44
4279,0.195,-0.455
4280,0.205,-0.445
4281,0.205,-0.45
4282,0.195,-0.465
4283,0.21,-0.485
4284,0.195,-0.475
4285,0.225,-0.515
4286,0.255,-0.535
4287,0.24,-0.56
4288,0.245,-0.58
4289,0.28,-0.57
4290,0.285,-0.6
4291,0.31,-0.64
4292,0.35,-0.635
4293,0.29,-0.635
4294,0.295,-0.615
4295,0.3,-0.63
4296,0.305,-0.61
4297,0.31,-0.595
4298,0.29,-0.57
4299,0.29,-0.53
4300,0.315,-0.515
4301,0.28,-0.48
4302,0.255,-0.425
4303,0.23,-0.37
4304,0.245,-0.355
4305,0.215,-0.325
4306,0.205,-0.285
4307,0.185,-0.275
4308,0.175,-0.285
4309,0.17,-0.235
4310,0.12,-0.24
4311,0.11,-0.26
4312,0.095,-0.27
4313,0.055,-0.27
4314,0.045,-0.25
4315,-0.01,-0.25
4316,0.01,-0.28
4317,0.01,-0.28
4318,0,-0.265
4319,0,-0.27
4320,0.005,-0.29
4321,-0.025,-0.295
4322,-0.015,-0.3
4323,-0.015,-0.285
4324,-0.025,-0.3
4325,-0.015,-0.3
4326,-0.015,-0.29
4327,-0.02,-0.305
4328,-0.025,-0.32
4329,-0.035,-0.31
4330,-0.055,-0.32
4331,-0.055,-0.32
4332,-0.025,-0.31
4333,-0.045,-0.345
4334,-0.025,-0.35
4335,-0.045,-0.335
4336,-0.04,-0.335
4337,0,-0.355
4338,-0.03,-0.36
4339,-0.05,-0.33
4340,-0.015,-0.36
4341,-0.015,-0.375
4342,-0.02,-0.36
4343,-0.035,-0.38
4344,-0.03,-0.37
4345,-0.03,-0.365
4346,-0.02,-0.395
4347,-0.025,-0.36
4348,-0.02,-0.385
4349,-0.005,-0.385
4350,0,-0.385
4351,-0.04,-0.36
4352,-0.06,-0.385
4353,-0.045,-0.38
4354,-0.07,-0.385
4355,-0.04,-0.38
4356,-0.035,-0.365
4357,-0.035,-0.34
4358,-0.055,-0.375
4359,-0.055,-0.365
4360,-0.055,-0.365
4361,-0.055,-0.35
4362,-0.08,-0.35
4363,-0.055,-0.35
4364,-0.035,-0.35
4365,-0.025,-0.34
4366,-0.045,-0.335
4367,-0.035,-0.34
4368,-0.045,-0.31
4369,-0.055,-0.32
4370,-0.075,-0.345
4371,-0.04,-0.34
4372,-0.025,-0.31
4373,-0.03,-0.31
4374,-0.02,-0.315
4375,0.005,-0.305
4376,-0.005,-0.315
4377,-0.03,-0.305
4378,-0.005,-0.305
4379,-0.01,-0.305
4380,-0.02,-0.31
4381,0.005,-0.29
4382,0.01,-0.315
4383,0.03,-0.305
4384,0.01,-0.29
4385,0.03,-0.28
4386,0.055,-0.29
4387,0.065,-0.3
4388,0.025,-0.3
4389,0.01,-0.3
4390,0.015,-0.29
4391,0.025,-0.29
4392,0.045,-0.285
4393,0.06,-0.275
4394,0.085,-0.27
4395,0.07,-0.25
4396,0.055,-0.21
4397,0.045,-0.165
4398,0.035,-0.14
4399,0.055,-0.13
4400,0.055,-0.125
4401,0.065,-0.055
4402,0.075,-0.055
4403,0.115,-0.055
4404,0.125,-0.06
4405,0.115,-0.09
4406,0.105,-0.125
4407,0.105,-0.145
4408,0.085,-0.16
4409,0.06,-0.165
4410,0.07,-0.19
4411,0.08,-0.2
4412,0.095,-0.22
4413,0.065,-0.24
4414,0.055,-0.26
4415,0.05,-0.315
4416,0.035,-0.335
4417,0.045,-0.345
4418,0.045,-0.315
4419,0.02,-0.33
4420,0.035,-0.345
4421,0.035,-0.32
4422,0.055,-0.32
4423,0.08,-0.31
4424,0.055,-0.32
4425,0.03,-0.31
4426,0.015,-0.3
4427,0,-0.31
4428,0.01,-0.315
4429,0.03,-0.32
4430,0.035,-0.295
4431,0.07,-0.31
4432,0.04,-0.32
4433,0.06,-0.305
4434,0.065,-0.295
4435,0.08,-0.27
4436,0.055,-0.27
4437,0.05,-0.26
4438,0.04,-0.205
4439,0.06,-0.09
4440,0.085,0.075
4441,0.09,0.31
4442,0.135,0.69
4443,0.13,0.98
4444,0.015,1.22
4445,-0.11,1.52
4446,-0.37,1.82
4447,-0.665,2.05
4448,-0.845,2.09
4449,-0.975,2.065
4450,-0.96,2
4451,-0.89,1.855
4452,-0.825,1.665
4453,-0.765,1.5
4454,-0.75,1.37
4455,-0.705,1.3
4456,-0.635,1.405
4457,-0.595,1.65
4458,-0.545,1.935
4459,-0.505,1.915
4460,-0.435,1.44
4461,-0.41,0.715
4462,-0.34,0.085
4463,-0.33,-0.275
4464,-0.275,-0.475
4465,-0.23,-0.495
4466,-0.15,-0.505
4467,-0.075,-0.505
4468,-0.005,-0.495
4469,0.06,-0.475
4470,0.1,-0.455
4471,0.155,-0.455
4472,0.175,-0.44
4473,0.165,-0.455
4474,0.2,-0.425
4475,0.21,-0.435
4476,0.225,-0.435
4477,0.23,-0.405
4478,0.25,-0.425
4479,0.25,-0.41
4480,0.22,-0.4
4481,0.215,-0.41
4482,0.205,-0.405
4483,0.235,-0.385
4484,0.235,-0.385
4485,0.22,-0.395
4486,0.23,-0.4
4487,0.225,-0.385
4488,0.26,-0.39
4489,0.245,-0.39
4490,0.27,-0.405
4491,0.24,-0.4
4492,0.22,-0.41
4493,0.215,-0.425
4494,0.26,-0.43
4495,0.28,-0.455
4496,0.315,-0.445
4497,0.31,-0.475
4498,0.32,-0.48
4499,0.34,-0.51
4500,0.33,-0.53
4501,0.32,-0.555
4502,0.315,-0.575
4503,0.33,-0.575
4504,0.36,-0.565
4505,0.375,-0.615
4506,0.385,-0.61
4507,0.395,-0.63
4508,0.395,-0.605
4509,0.385,-0.605
4510,0.4,-0.56
4511,0.365,-0.55
4512,0.345,-0.505
4513,0.33,-0.445
4514,0.315,-0.44
4515,0.32,-0.4
4516,0.3,-0.35
4517,0.285,-0.29
4518,0.29,-0.285
4519,0.25,-0.265
4520,0.205,-0.24
4521,0.18,-0.205
4522,0.16,-0.215
4523,0.15,-0.195
4524,0.155,-0.2
4525,0.13,-0.21
4526,0.1,-0.22
4527,0.085,-0.23
4528,0.065,-0.245
4529,0.05,-0.23
4530,0.045,-0.235
4531,0.02,-0.245
4532,0.02,-0.255
4533,0.01,-0.255
4534,0.025,-0.235
4535,0.02,-0.255
4536,0,-0.275
4537,-0.01,-0.26
4538,-0.01,-0.25
4539,0,-0.28
4540,-0.01,-0.27
4541,-0.02,-0.275
4542,-0.03,-0.285
4543,-0.015,-0.315
4544,0,-0.31
4545,-0.005,-0.295
4546,0.015,-0.3
4547,0,-0.32
4548,-0.025,-0.3
4549,-0.045,-0.31
4550,-0.035,-0.31
4551,-0.025,-0.305
4552,0.01,-0.315
4553,0,-0.315
4554,0.005,-0.32
4555,0,-0.345
4556,-0.02,-0.34
4557,-0.01,-0.32
4558,-0.02,-0.315
4559,-0.035,-0.335
4560,-0.03,-0.315
4561,-0.015,-0.32
4562,0,-0.33
4563,0.005,-0.35
4564,-0.025,-0.325
4565,-0.03,-0.33
4566,-0.025,-0.31
4567,-0.015,-0.34
4568,-0.04,-0.32
4569,-0.05,-0.315
4570,-0.02,-0.315
4571,0,-0.3
4572,-0.01,-0.325
4573,-0.025,-0.295
4574,0,-0.305
4575,-0.03,-0.3
4576,-0.04,-0.315
4577,-0.07,-0.29
4578,-0.065,-0.305
4579,-0.03,-0.31
4580,-0.04,-0.305
4581,-0.04,-0.305
4582,-0.045,-0.29
4583,-0.05,-0.29
4584,-0.04,-0.3
4585,-0.05,-0.3
4586,-0.06,-0.295
4587,-0.055,-0.29
4588,-0.06,-0.3
4589,-0.045,-0.275
4590,-0.005,-0.265
4591,0.015,-0.3
4592,-0.02,-0.275
4593,-0.025,-0.26
4594,-0.04,-0.265
4595,-0.06,-0.27
4596,-0.065,-0.29
4597,-0.06,-0.275
4598,-0.045,-0.265
4599,-0.045,-0.275
4600,-0.025,-0.275
4601,-0.035,-0.275
4602,-0.02,-0.235
4603,-0.045,-0.205
4604,-0.065,-0.165
4605,-0.075,-0.17
4606,-0.07,-0.14
4607,-0.045,-0.105
4608,-0.025,-0.065
4609,0.005,-0.065
4610,0,-0.05
4611,0,-0.035
4612,-0.02,-0.06
4613,0.005,-0.1
4614,-0.02,-0.13
4615,-0.045,-0.12
4616,-0.04,-0.14
4617,-0.045,-0.19
4618,-0.015,-0.19
4619,-0.02,-0.205
4620,-0.04,-0.21
4621,-0.075,-0.23
4622,-0.07,-0.265
4623,-0.065,-0.27
4624,-0.07,-0.305
4625,-0.075,-0.315
4626,-0.095,-0.3
4627,-0.09,-0.295
4628,-0.075,-0.285
4629,-0.04,-0.285
4630,-0.06,-0.28
4631,-0.04,-0.29
4632,-0.06,-0.295
4633,-0.07,-0.305
4634,-0.095,-0.3
4635,-0.1,-0.28
4636,-0.085,-0.285
4637,-0.095,-0.29
4638,-0.07,-0.29
4639,-0.065,-0.295
4640,-0.09,-0.29
4641,-0.115,-0.29
4642,-0.1,-0.3
4643,-0.115,-0.285
4644,-0.105,-0.29
4645,-0.1,-0.255
4646,-0.12,-0.225
4647,-0.09,-0.11
4648,-0.06,0.035
4649,-0.04,0.255
4650,-0.045,0.57
4651,-0.03,0.86
4652,-0.115,1.055
4653,-0.245,1.295
4654,-0.475,1.565
4655,-0.725,1.845
4656,-0.95,1.955
4657,-1.11,1.935
4658,-1.15,1.9
4659,-1.125,1.745
4660,-1.075,1.555
4661,-1.05,1.39
4662,-1.02,1.205
4663,-0.96,1.07
4664,-0.885,1.06
4665,-0.845,1.195
4666,-0.775,1.49
4667,-0.72,1.655
4668,-0.67,1.465
4669,-0.64,0.895
4670,-0.615,0.2
4671,-0.56,-0.28
4672,-0.515,-0.505
4673,-0.45,-0.565
4674,-0.38,-0.53
4675,-0.295,-0.51
4676,-0.19,-0.475
4677,-0.105,-0.415
4678,-0.07,-0.405
4679,0.005,-0.43
4680,0.055,-0.41
4681,0.065,-0.39
4682,0.105,-0.39
4683,0.13,-0.395
4684,0.16,-0.405
4685,0.14,-0.37
4686,0.13,-0.36
4687,0.155,-0.355
4688,0.165,-0.335
4689,0.165,-0.35
4690,0.14,-0.325
4691,0.15,-0.355
4692,0.15,-0.36
4693,0.155,-0.345
4694,0.17,-0.33
4695,0.19,-0.36
4696,0.19,-0.35
4697,0.185,-0.34
4698,0.2,-0.34
4699,0.185,-0.345
4700,0.195,-0.365
4701,0.21,-0.37
4702,0.22,-0.37
4703,0.24,-0.37
4704,0.26,-0.385
4705,0.265,-0.405
4706,0.255,-0.425
4707,0.28,-0.44
4708,0.285,-0.45
4709,0.315,-0.48
4710,0.31,-0.495
4711,0.325,-0.49
4712,0.35,-0.52
4713,0.355,-0.525
4714,0.35,-0.53
4715,0.355,-0.53
4716,0.365,-0.535
4717,0.355,-0.515
4718,0.33,-0.495
4719,0.33,-0.48
4720,0.325,-0.47
4721,0.345,-0.445
4722,0.325,-0.4
4723,0.31,-0.365
4724,0.32,-0.31
4725,0.275,-0.305
4726,0.235,-0.245
4727,0.25,-0.23
4728,0.23,-0.21
4729,0.195,-0.18
4730,0.19,-0.16
4731,0.145,-0.155
4732,0.175,-0.175
4733,0.165,-0.165
4734,0.135,-0.175
4735,0.09,-0.185
4736,0.08,-0.185
4737,0.075,-0.2
4738,0.03,-0.2
4739,0.005,-0.2
4740,0.03,-0.215
4741,0.04,-0.23
4742,0.04,-0.225
4743,0.02,-0.21
4744,0,-0.24
4745,0.005,-0.245
4746,-0.02,-0.26
4747,0,-0.265
4748,0,-0.245
4749,-0.02,-0.25
4750,0.01,-0.28
4751,0.005,-0.275
4752,0.015,-0.28
4753,0,-0.27
4754,0,-0.31
4755,-0.025,-0.29
4756,-0.015,-0.285
4757,-0.025,-0.285
4758,-0.02,-0.3
4759,-0.025,-0.31
4760,-0.035,-0.31
4761,0,-0.305
4762,0.02,-0.315
4763,-0.025,-0.315
4764,-0.015,-0.32
4765,-0.055,-0.32
4766,-0.05,-0.31
4767,-0.04,-0.325
4768,-0.03,-0.33
4769,-0.025,-0.33
4770,0,-0.33
4771,0,-0.345
4772,-0.01,-0.325
4773,-0.015,-0.31
4774,-0.015,-0.32
4775,-0.015,-0.31
4776,-0.05,-0.3
4777,-0.02,-0.31
4778,-0.04,-0.315
4779,-0.01,-0.34
4780,0,-0.335
4781,0,-0.305
4782,0,-0.32
4783,-0.02,-0.32
4784,-0.025,-0.315
4785,-0.025,-0.31
4786,-0.04,-0.31
4787,-0.045,-0.32
4788,-0.06,-0.305
4789,-0.015,-0.305
4790,0,-0.315
4791,0.005,-0.315
4792,-0.025,-0.31
4793,-0.04,-0.305
4794,-0.02,-0.29
4795,-0.04,-0.32
4796,-0.055,-0.31
4797,-0.03,-0.31
4798,-0.005,-0.29
4799,-0.005,-0.295
4800,-0.015,-0.305
4801,0.005,-0.285
4802,-0.005,-0.305
4803,-0.025,-0.315
4804,-0.055,-0.29
4805,-0.045,-0.29
4806,-0.055,-0.275
4807,-0.025,-0.29
4808,-0.01,-0.295
4809,-0.02,-0.28
4810,-0.025,-0.285
4811,-0.02,-0.295
4812,-0.01,-0.285
4813,-0.03,-0.28
4814,-0.04,-0.26
4815,-0.04,-0.23
4816,-0.03,-0.2
4817,-0.025,-0.185
4818,0,-0.16
4819,0,-0.14
4820,0.035,-0.11
4821,0,-0.115
4822,0.005,-0.105
4823,0.01,-0.085
4824,0.005,-0.095
4825,0.015,-0.145
4826,0.035,-0.165
4827,0.04,-0.185
4828,0.04,-0.175
4829,0.035,-0.19
4830,0.02,-0.245
4831,0,-0.235
4832,-0.02,-0.235
4833,-0.045,-0.25
4834,-0.07,-0.28
4835,-0.065,-0.32
4836,-0.025,-0.345
4837,-0.005,-0.36
4838,-0.02,-0.34
4839,-0.02,-0.345
4840,-0.015,-0.345
4841,-0.045,-0.35
4842,-0.06,-0.36
4843,-0.055,-0.345
4844,-0.06,-0.375
4845,-0.065,-0.36
4846,-0.055,-0.355
4847,-0.035,-0.34
4848,-0.01,-0.335
4849,-0.025,-0.325
4850,-0.02,-0.345
4851,-0.04,-0.35
4852,-0.065,-0.31
4853,-0.075,-0.31
4854,-0.035,-0.335
4855,-0.03,-0.33
4856,-0.025,-0.305
4857,-0.01,-0.3
4858,-0.03,-0.255
4859,-0.03,-0.205
4860,-0.03,-0.105
4861,-0.035,0.075
4862,-0.005,0.35
4863,0.02,0.68
4864,0.005,0.975
4865,-0.09,1.22
4866,-0.205,1.475
4867,-0.42,1.765
4868,-0.68,2.03
4869,-0.91,2.11
4870,-1.03,2.075
4871,-1.06,2
4872,-1.03,1.84
4873,-0.98,1.66
4874,-0.92,1.485
4875,-0.85,1.315
4876,-0.82,1.17
4877,-0.735,1.205
4878,-0.705,1.405
4879,-0.69,1.675
4880,-0.635,1.88
4881,-0.62,1.735
4882,-0.565,1.165
4883,-0.495,0.46
4884,-0.42,-0.085
4885,-0.355,-0.385
