'sample interval','ECG1','ECG2'
2280161,0.145,-0.640
2280162,0.175,-0.650
2280163,0.220,-0.615
2280164,0.190,-0.605
2280165,0.160,-0.590
2280166,0.205,-0.565
2280167,0.235,-0.525
2280168,0.275,-0.525
2280169,0.280,-0.530
2280170,0.265,-0.505
2280171,0.295,-0.460
2280172,0.300,-0.435
2280173,0.320,-0.435
2280174,0.320,-0.415
2280175,0.340,-0.400
2280176,0.370,-0.405
2280177,0.395,-0.405
2280178,0.410,-0.380
2280179,0.460,-0.345
2280180,0.480,-0.345
2280181,0.495,-0.325
2280182,0.520,-0.310
2280183,0.525,-0.320
2280184,0.565,-0.320
2280185,0.570,-0.345
2280186,0.585,-0.350
2280187,0.590,-0.345
2280188,0.595,-0.360
2280189,0.600,-0.380
2280190,0.615,-0.355
2280191,0.605,-0.330
2280192,0.600,-0.370
2280193,0.635,-0.395
2280194,0.620,-0.385
2280195,0.590,-0.350
2280196,0.610,-0.340
2280197,0.620,-0.325
2280198,0.585,-0.315
2280199,0.555,-0.305
2280200,0.520,-0.300
2280201,0.495,-0.255
2280202,0.440,-0.230
2280203,0.390,-0.220
2280204,0.375,-0.225
2280205,0.345,-0.235
2280206,0.285,-0.220
2280207,0.215,-0.180
2280208,0.170,-0.160
2280209,0.110,-0.180
2280210,0.090,-0.205
2280211,0.090,-0.185
2280212,0.060,-0.180
2280213,0.030,-0.205
2280214,0.000,-0.210
2280215,0.000,-0.225
2280216,-0.030,-0.235
2280217,-0.045,-0.240
2280218,-0.065,-0.240
2280219,-0.050,-0.240
2280220,-0.070,-0.235
2280221,-0.050,-0.280
2280222,-0.085,-0.305
2280223,-0.080,-0.310
2280224,-0.115,-0.355
2280225,-0.125,-0.390
2280226,-0.155,-0.405
2280227,-0.210,-0.405
2280228,-0.210,-0.410
2280229,-0.230,-0.415
2280230,-0.250,-0.400
2280231,-0.260,-0.390
2280232,-0.245,-0.400
2280233,-0.230,-0.415
2280234,-0.230,-0.450
2280235,-0.200,-0.445
2280236,-0.210,-0.415
2280237,-0.220,-0.390
2280238,-0.200,-0.410
2280239,-0.220,-0.395
2280240,-0.235,-0.410
2280241,-0.235,-0.420
2280242,-0.235,-0.440
2280243,-0.240,-0.415
2280244,-0.255,-0.400
2280245,-0.280,-0.410
2280246,-0.265,-0.425
2280247,-0.275,-0.400
2280248,-0.250,-0.390
2280249,-0.250,-0.395
2280250,-0.230,-0.400
2280251,-0.235,-0.365
2280252,-0.250,-0.345
2280253,-0.240,-0.355
2280254,-0.240,-0.340
2280255,-0.225,-0.330
2280256,-0.220,-0.350
2280257,-0.210,-0.380
2280258,-0.185,-0.380
2280259,-0.220,-0.395
2280260,-0.190,-0.410
2280261,-0.185,-0.420
2280262,-0.185,-0.415
2280263,-0.205,-0.405
2280264,-0.220,-0.385
2280265,-0.210,-0.420
2280266,-0.245,-0.425
2280267,-0.240,-0.390
2280268,-0.235,-0.330
2280269,-0.250,-0.290
2280270,-0.275,-0.170
2280271,-0.275,0.090
2280272,-0.210,0.435
2280273,-0.115,0.780
2280274,-0.135,0.995
2280275,-0.350,1.205
2280276,-0.790,1.385
2280277,-1.405,1.575
2280278,-2.080,1.765
2280279,-2.685,1.770
2280280,-3.095,1.690
2280281,-3.185,1.575
2280282,-3.080,1.410
2280283,-2.890,1.310
2280284,-2.695,1.170
2280285,-2.585,1.045
2280286,-2.405,0.930
2280287,-2.205,0.900
2280288,-2.040,0.935
2280289,-1.880,0.960
2280290,-1.715,0.880
2280291,-1.590,0.610
2280292,-1.490,0.195
2280293,-1.395,-0.170
2280294,-1.295,-0.455
2280295,-1.140,-0.625
2280296,-0.960,-0.665
2280297,-0.805,-0.675
2280298,-0.625,-0.685
2280299,-0.465,-0.705
2280300,-0.310,-0.715
2280301,-0.170,-0.700
2280302,-0.065,-0.725
2280303,-0.005,-0.710
2280304,0.060,-0.710
2280305,0.095,-0.685
2280306,0.110,-0.680
2280307,0.120,-0.660
2280308,0.140,-0.625
2280309,0.180,-0.585
2280310,0.190,-0.575
2280311,0.210,-0.565
2280312,0.250,-0.550
2280313,0.265,-0.560
2280314,0.265,-0.550
2280315,0.255,-0.500
2280316,0.270,-0.510
2280317,0.280,-0.470
2280318,0.310,-0.485
2280319,0.340,-0.485
2280320,0.385,-0.470
2280321,0.395,-0.455
2280322,0.425,-0.430
2280323,0.425,-0.435
2280324,0.425,-0.420
2280325,0.465,-0.405
2280326,0.505,-0.425
2280327,0.535,-0.460
2280328,0.575,-0.485
2280329,0.590,-0.485
2280330,0.600,-0.490
2280331,0.595,-0.510
2280332,0.615,-0.505
2280333,0.655,-0.515
2280334,0.625,-0.500
2280335,0.650,-0.520
2280336,0.635,-0.510
2280337,0.610,-0.515
2280338,0.555,-0.475
2280339,0.510,-0.450
2280340,0.470,-0.430
2280341,0.450,-0.420
2280342,0.400,-0.360
2280343,0.345,-0.325
2280344,0.325,-0.300
2280345,0.315,-0.240
2280346,0.245,-0.220
2280347,0.185,-0.230
2280348,0.155,-0.250
2280349,0.115,-0.255
2280350,0.080,-0.240
2280351,0.015,-0.245
2280352,-0.025,-0.230
2280353,-0.055,-0.230
2280354,-0.075,-0.245
2280355,-0.075,-0.265
2280356,-0.095,-0.270
2280357,-0.110,-0.295
2280358,-0.150,-0.280
2280359,-0.135,-0.295
2280360,-0.140,-0.270
2280361,-0.165,-0.305
2280362,-0.200,-0.290
2280363,-0.175,-0.315
2280364,-0.165,-0.345
2280365,-0.140,-0.335
2280366,-0.160,-0.350
2280367,-0.185,-0.375
2280368,-0.160,-0.400
2280369,-0.150,-0.425
2280370,-0.150,-0.410
2280371,-0.160,-0.420
2280372,-0.150,-0.460
2280373,-0.135,-0.475
2280374,-0.135,-0.460
2280375,-0.160,-0.475
2280376,-0.175,-0.490
2280377,-0.180,-0.485
2280378,-0.185,-0.500
2280379,-0.210,-0.460
2280380,-0.235,-0.475
2280381,-0.235,-0.445
2280382,-0.235,-0.470
2280383,-0.240,-0.465
2280384,-0.270,-0.475
2280385,-0.265,-0.480
2280386,-0.270,-0.465
2280387,-0.300,-0.405
2280388,-0.280,-0.390
2280389,-0.270,-0.395
2280390,-0.275,-0.410
2280391,-0.265,-0.395
2280392,-0.225,-0.395
2280393,-0.240,-0.385
2280394,-0.220,-0.380
2280395,-0.220,-0.355
2280396,-0.240,-0.345
2280397,-0.215,-0.335
2280398,-0.215,-0.335
2280399,-0.190,-0.335
2280400,-0.185,-0.340
2280401,-0.175,-0.335
2280402,-0.185,-0.330
2280403,-0.170,-0.335
2280404,-0.175,-0.345
2280405,-0.180,-0.320
2280406,-0.185,-0.345
2280407,-0.175,-0.350
2280408,-0.170,-0.360
2280409,-0.170,-0.375
2280410,-0.170,-0.375
2280411,-0.165,-0.385
2280412,-0.145,-0.390
2280413,-0.145,-0.385
2280414,-0.170,-0.405
2280415,-0.165,-0.405
2280416,-0.145,-0.425
2280417,-0.180,-0.415
2280418,-0.195,-0.440
2280419,-0.180,-0.440
2280420,-0.195,-0.440
2280421,-0.205,-0.440
2280422,-0.215,-0.465
2280423,-0.240,-0.445
2280424,-0.230,-0.395
2280425,-0.260,-0.355
2280426,-0.265,-0.365
2280427,-0.255,-0.340
2280428,-0.225,-0.370
2280429,-0.235,-0.370
2280430,-0.200,-0.355
2280431,-0.220,-0.380
2280432,-0.190,-0.405
2280433,-0.195,-0.385
2280434,-0.200,-0.365
2280435,-0.210,-0.360
2280436,-0.205,-0.360
2280437,-0.190,-0.380
2280438,-0.175,-0.385
2280439,-0.205,-0.385
2280440,-0.160,-0.370
2280441,-0.170,-0.370
2280442,-0.180,-0.390
2280443,-0.200,-0.375
2280444,-0.190,-0.375
2280445,-0.170,-0.375
2280446,-0.180,-0.365
2280447,-0.175,-0.395
2280448,-0.160,-0.380
2280449,-0.150,-0.360
2280450,-0.170,-0.360
2280451,-0.145,-0.330
2280452,-0.130,-0.345
2280453,-0.120,-0.355
2280454,-0.130,-0.355
2280455,-0.130,-0.360
2280456,-0.140,-0.340
2280457,-0.125,-0.355
2280458,-0.150,-0.360
2280459,-0.145,-0.350
2280460,-0.160,-0.340
2280461,-0.185,-0.325
2280462,-0.225,-0.305
2280463,-0.210,-0.315
2280464,-0.210,-0.290
2280465,-0.210,-0.290
2280466,-0.190,-0.265
2280467,-0.175,-0.270
2280468,-0.185,-0.275
2280469,-0.170,-0.255
2280470,-0.185,-0.260
2280471,-0.190,-0.255
2280472,-0.195,-0.255
2280473,-0.180,-0.270
2280474,-0.180,-0.275
2280475,-0.165,-0.320
2280476,-0.190,-0.350
2280477,-0.205,-0.345
2280478,-0.210,-0.335
2280479,-0.195,-0.330
2280480,-0.210,-0.355
2280481,-0.205,-0.355
2280482,-0.210,-0.380
2280483,-0.210,-0.375
2280484,-0.220,-0.370
2280485,-0.215,-0.360
2280486,-0.215,-0.365
2280487,-0.195,-0.365
2280488,-0.195,-0.375
2280489,-0.185,-0.385
2280490,-0.190,-0.385
2280491,-0.180,-0.370
2280492,-0.160,-0.360
2280493,-0.160,-0.345
2280494,-0.175,-0.340
2280495,-0.170,-0.335
2280496,-0.180,-0.360
2280497,-0.210,-0.325
2280498,-0.215,-0.300
2280499,-0.225,-0.275
2280500,-0.230,-0.270
2280501,-0.205,-0.240
2280502,-0.190,-0.225
2280503,-0.200,-0.235
2280504,-0.185,-0.265
2280505,-0.205,-0.280
2280506,-0.215,-0.295
2280507,-0.205,-0.285
2280508,-0.190,-0.270
2280509,-0.190,-0.270
2280510,-0.190,-0.245
2280511,-0.180,-0.265
2280512,-0.185,-0.270
2280513,-0.185,-0.290
2280514,-0.190,-0.270
2280515,-0.165,-0.255
2280516,-0.160,-0.255
2280517,-0.145,-0.285
2280518,-0.180,-0.280
2280519,-0.165,-0.300
2280520,-0.175,-0.305
2280521,-0.175,-0.315
2280522,-0.160,-0.300
2280523,-0.160,-0.270
2280524,-0.170,-0.280
2280525,-0.175,-0.315
2280526,-0.165,-0.315
2280527,-0.155,-0.300
2280528,-0.180,-0.310
2280529,-0.170,-0.320
2280530,-0.170,-0.320
2280531,-0.160,-0.320
2280532,-0.160,-0.305
2280533,-0.170,-0.345
2280534,-0.200,-0.360
2280535,-0.235,-0.270
2280536,-0.240,-0.175
2280537,-0.260,-0.105
2280538,-0.250,0.020
2280539,-0.230,0.250
2280540,-0.145,0.565
2280541,-0.115,0.835
2280542,-0.220,1.010
2280543,-0.490,1.165
2280544,-0.940,1.355
2280545,-1.565,1.540
2280546,-2.135,1.700
2280547,-2.685,1.755
2280548,-3.050,1.715
2280549,-3.110,1.720
2280550,-3.005,1.630
2280551,-2.845,1.490
2280552,-2.700,1.425
2280553,-2.570,1.325
2280554,-2.415,1.255
2280555,-2.225,1.210
2280556,-2.060,1.195
2280557,-1.920,1.215
2280558,-1.755,1.215
2280559,-1.605,1.040
2280560,-1.465,0.630
2280561,-1.325,0.120
2280562,-1.210,-0.265
2280563,-1.120,-0.500
2280564,-0.990,-0.630
2280565,-0.830,-0.625
2280566,-0.715,-0.570
2280567,-0.555,-0.585
2280568,-0.390,-0.585
2280569,-0.255,-0.580
2280570,-0.095,-0.535
2280571,0.010,-0.555
2280572,0.070,-0.560
2280573,0.105,-0.545
2280574,0.150,-0.545
2280575,0.175,-0.490
2280576,0.180,-0.465
2280577,0.185,-0.500
2280578,0.210,-0.475
2280579,0.260,-0.465
2280580,0.255,-0.505
2280581,0.255,-0.490
2280582,0.285,-0.470
2280583,0.295,-0.450
2280584,0.275,-0.450
2280585,0.295,-0.430
2280586,0.300,-0.435
2280587,0.310,-0.445
2280588,0.350,-0.450
2280589,0.355,-0.450
2280590,0.350,-0.435
2280591,0.370,-0.430
2280592,0.420,-0.405
2280593,0.425,-0.395
2280594,0.435,-0.435
2280595,0.475,-0.450
2280596,0.470,-0.435
2280597,0.500,-0.440
2280598,0.520,-0.465
2280599,0.565,-0.460
2280600,0.580,-0.450
2280601,0.610,-0.455
2280602,0.635,-0.465
2280603,0.680,-0.470
2280604,0.715,-0.455
2280605,0.770,-0.445
2280606,0.785,-0.415
2280607,0.775,-0.385
2280608,0.775,-0.390
2280609,0.775,-0.400
2280610,0.795,-0.385
2280611,0.790,-0.340
2280612,0.785,-0.285
2280613,0.755,-0.255
2280614,0.750,-0.265
2280615,0.725,-0.250
2280616,0.705,-0.195
2280617,0.695,-0.170
2280618,0.610,-0.135
2280619,0.595,-0.140
2280620,0.540,-0.120
2280621,0.495,-0.090
2280622,0.460,-0.050
2280623,0.390,-0.040
2280624,0.365,-0.070
2280625,0.325,-0.075
2280626,0.260,-0.080
2280627,0.230,-0.115
2280628,0.190,-0.135
2280629,0.135,-0.155
2280630,0.095,-0.145
2280631,0.060,-0.140
2280632,0.030,-0.160
2280633,0.010,-0.150
2280634,0.015,-0.155
2280635,0.010,-0.170
2280636,0.005,-0.175
2280637,-0.040,-0.200
2280638,-0.010,-0.240
2280639,-0.020,-0.220
2280640,-0.015,-0.245
2280641,-0.040,-0.240
2280642,-0.040,-0.225
2280643,-0.050,-0.225
2280644,-0.060,-0.245
2280645,-0.070,-0.275
2280646,-0.070,-0.290
2280647,-0.060,-0.310
2280648,-0.095,-0.285
2280649,-0.130,-0.305
2280650,-0.115,-0.280
2280651,-0.135,-0.270
2280652,-0.110,-0.270
2280653,-0.090,-0.280
2280654,-0.115,-0.280
2280655,-0.075,-0.255
2280656,-0.095,-0.280
2280657,-0.105,-0.310
2280658,-0.120,-0.295
2280659,-0.090,-0.315
2280660,-0.095,-0.315
2280661,-0.105,-0.315
2280662,-0.090,-0.355
2280663,-0.090,-0.370
2280664,-0.100,-0.390
2280665,-0.110,-0.400
2280666,-0.120,-0.380
2280667,-0.090,-0.370
2280668,-0.100,-0.375
2280669,-0.095,-0.355
2280670,-0.070,-0.375
2280671,-0.060,-0.380
2280672,-0.055,-0.365
2280673,-0.050,-0.360
2280674,-0.060,-0.365
2280675,-0.045,-0.395
2280676,-0.055,-0.400
2280677,-0.045,-0.395
2280678,-0.035,-0.390
2280679,-0.060,-0.380
2280680,-0.055,-0.390
2280681,-0.075,-0.390
2280682,-0.055,-0.400
2280683,-0.090,-0.410
2280684,-0.090,-0.415
2280685,-0.095,-0.395
2280686,-0.130,-0.335
2280687,-0.165,-0.330
2280688,-0.160,-0.375
2280689,-0.125,-0.375
2280690,-0.130,-0.350
2280691,-0.135,-0.315
2280692,-0.125,-0.315
2280693,-0.130,-0.305
2280694,-0.150,-0.285
2280695,-0.160,-0.275
2280696,-0.140,-0.285
2280697,-0.120,-0.290
2280698,-0.140,-0.300
2280699,-0.140,-0.310
2280700,-0.150,-0.310
2280701,-0.140,-0.310
2280702,-0.140,-0.320
2280703,-0.155,-0.310
2280704,-0.155,-0.315
2280705,-0.140,-0.320
2280706,-0.150,-0.335
2280707,-0.130,-0.315
2280708,-0.150,-0.320
2280709,-0.135,-0.325
2280710,-0.120,-0.325
2280711,-0.140,-0.355
2280712,-0.135,-0.350
2280713,-0.160,-0.350
2280714,-0.135,-0.330
2280715,-0.110,-0.305
2280716,-0.130,-0.285
2280717,-0.140,-0.290
2280718,-0.130,-0.320
2280719,-0.125,-0.345
2280720,-0.095,-0.360
2280721,-0.105,-0.375
2280722,-0.115,-0.345
2280723,-0.130,-0.345
2280724,-0.155,-0.335
2280725,-0.115,-0.290
2280726,-0.130,-0.260
2280727,-0.135,-0.200
2280728,-0.125,-0.205
2280729,-0.135,-0.195
2280730,-0.145,-0.205
2280731,-0.130,-0.215
2280732,-0.140,-0.200
2280733,-0.120,-0.210
2280734,-0.115,-0.210
2280735,-0.100,-0.200
2280736,-0.115,-0.210
2280737,-0.120,-0.200
2280738,-0.125,-0.225
2280739,-0.115,-0.220
2280740,-0.120,-0.200
2280741,-0.120,-0.095
2280742,-0.130,0.080
2280743,-0.110,0.250
2280744,-0.070,0.515
2280745,0.020,0.770
2280746,0.025,0.955
2280747,-0.170,1.100
2280748,-0.580,1.275
2280749,-1.205,1.470
2280750,-1.840,1.610
2280751,-2.380,1.670
2280752,-2.780,1.635
2280753,-2.945,1.620
2280754,-2.910,1.565
2280755,-2.755,1.430
2280756,-2.595,1.330
2280757,-2.500,1.190
2280758,-2.395,1.075
2280759,-2.235,1.030
2280760,-2.090,0.985
2280761,-1.945,0.945
2280762,-1.785,0.910
2280763,-1.630,0.750
2280764,-1.465,0.450
2280765,-1.305,0.000
2280766,-1.225,-0.325
2280767,-1.120,-0.485
2280768,-0.970,-0.580
2280769,-0.810,-0.595
2280770,-0.700,-0.580
2280771,-0.550,-0.590
2280772,-0.375,-0.585
2280773,-0.260,-0.570
2280774,-0.120,-0.550
2280775,-0.010,-0.595
2280776,0.070,-0.630
2280777,0.120,-0.635
2280778,0.115,-0.645
2280779,0.090,-0.660
2280780,0.075,-0.640
2280781,0.065,-0.610
2280782,0.100,-0.585
2280783,0.115,-0.560
2280784,0.140,-0.545
2280785,0.175,-0.500
2280786,0.230,-0.485
2280787,0.230,-0.490
2280788,0.255,-0.500
2280789,0.315,-0.465
2280790,0.340,-0.440
2280791,0.335,-0.430
2280792,0.365,-0.420
2280793,0.385,-0.390
2280794,0.400,-0.355
2280795,0.435,-0.380
2280796,0.460,-0.385
2280797,0.495,-0.395
2280798,0.520,-0.350
2280799,0.545,-0.300
2280800,0.550,-0.295
2280801,0.620,-0.305
2280802,0.645,-0.325
2280803,0.700,-0.300
2280804,0.750,-0.335
2280805,0.795,-0.330
2280806,0.820,-0.315
2280807,0.845,-0.320
2280808,0.885,-0.330
2280809,0.890,-0.335
2280810,0.895,-0.325
2280811,0.915,-0.320
2280812,0.910,-0.315
2280813,0.880,-0.305
2280814,0.915,-0.330
2280815,0.910,-0.335
2280816,0.875,-0.310
2280817,0.835,-0.335
2280818,0.735,-0.320
2280819,0.660,-0.330
2280820,0.610,-0.360
2280821,0.535,-0.340
2280822,0.455,-0.320
2280823,0.400,-0.280
2280824,0.360,-0.295
2280825,0.280,-0.280
2280826,0.220,-0.260
2280827,0.170,-0.265
2280828,0.140,-0.260
2280829,0.095,-0.310
2280830,0.080,-0.320
2280831,0.060,-0.320
2280832,0.000,-0.325
2280833,-0.040,-0.350
2280834,-0.050,-0.330
2280835,-0.070,-0.310
2280836,-0.095,-0.300
2280837,-0.085,-0.310
2280838,-0.080,-0.310
2280839,-0.065,-0.295
2280840,-0.070,-0.255
2280841,-0.010,-0.250
2280842,-0.010,-0.305
2280843,-0.005,-0.300
2280844,0.000,-0.290
2280845,-0.010,-0.290
2280846,-0.005,-0.305
2280847,0.005,-0.310
2280848,0.020,-0.320
2280849,0.025,-0.320
2280850,0.025,-0.330
2280851,0.040,-0.325
2280852,0.020,-0.340
2280853,0.005,-0.355
2280854,0.030,-0.355
2280855,0.015,-0.370
2280856,0.020,-0.400
2280857,0.050,-0.435
2280858,0.030,-0.450
2280859,0.000,-0.440
2280860,-0.040,-0.460
2280861,-0.075,-0.475
2280862,-0.090,-0.495
2280863,-0.110,-0.485
2280864,-0.105,-0.455
2280865,-0.135,-0.455
2280866,-0.130,-0.470
2280867,-0.120,-0.470
2280868,-0.140,-0.480
2280869,-0.120,-0.500
2280870,-0.140,-0.470
2280871,-0.145,-0.420
2280872,-0.140,-0.435
2280873,-0.150,-0.415
2280874,-0.150,-0.385
2280875,-0.120,-0.370
2280876,-0.080,-0.420
2280877,-0.070,-0.400
2280878,-0.085,-0.390
2280879,-0.090,-0.385
2280880,-0.110,-0.360
2280881,-0.130,-0.355
2280882,-0.080,-0.370
2280883,-0.090,-0.340
2280884,-0.085,-0.335
2280885,-0.090,-0.310
2280886,-0.100,-0.315
2280887,-0.095,-0.325
2280888,-0.080,-0.325
2280889,-0.060,-0.330
2280890,-0.060,-0.335
2280891,-0.055,-0.330
2280892,-0.060,-0.320
2280893,-0.040,-0.320
2280894,-0.015,-0.345
2280895,-0.010,-0.375
2280896,-0.010,-0.405
2280897,-0.010,-0.415
2280898,-0.045,-0.430
2280899,-0.085,-0.390
2280900,-0.120,-0.365
2280901,-0.120,-0.350
2280902,-0.135,-0.350
2280903,-0.140,-0.355
2280904,-0.140,-0.335
2280905,-0.125,-0.340
2280906,-0.145,-0.350
2280907,-0.145,-0.375
2280908,-0.120,-0.365
2280909,-0.120,-0.320
2280910,-0.145,-0.285
2280911,-0.165,-0.330
2280912,-0.160,-0.340
2280913,-0.140,-0.300
2280914,-0.150,-0.320
2280915,-0.140,-0.320
2280916,-0.140,-0.340
2280917,-0.140,-0.365
2280918,-0.130,-0.335
2280919,-0.160,-0.335
2280920,-0.120,-0.320
2280921,-0.125,-0.320
2280922,-0.120,-0.300
2280923,-0.120,-0.305
2280924,-0.160,-0.320
2280925,-0.115,-0.305
2280926,-0.135,-0.320
2280927,-0.135,-0.300
2280928,-0.145,-0.335
2280929,-0.135,-0.345
2280930,-0.100,-0.370
2280931,-0.120,-0.390
2280932,-0.130,-0.430
2280933,-0.125,-0.435
2280934,-0.140,-0.425
2280935,-0.175,-0.410
2280936,-0.215,-0.395
2280937,-0.260,-0.395
2280938,-0.245,-0.370
2280939,-0.240,-0.335
2280940,-0.240,-0.215
2280941,-0.240,-0.010
2280942,-0.225,0.295
2280943,-0.115,0.705
2280944,-0.055,1.020
2280945,-0.135,1.215
2280946,-0.365,1.430
2280947,-0.865,1.660
2280948,-1.500,1.875
2280949,-2.110,1.900
2280950,-2.670,1.830
2280951,-2.950,1.770
2280952,-2.985,1.615
2280953,-2.835,1.440
2280954,-2.655,1.300
2280955,-2.500,1.190
2280956,-2.410,1.030
2280957,-2.250,0.920
2280958,-2.065,0.920
2280959,-1.940,0.935
2280960,-1.820,0.960
2280961,-1.690,0.840
2280962,-1.560,0.530
2280963,-1.435,0.080
2280964,-1.290,-0.260
2280965,-1.145,-0.490
2280966,-0.990,-0.625
2280967,-0.830,-0.680
2280968,-0.670,-0.700
2280969,-0.510,-0.730
2280970,-0.335,-0.730
2280971,-0.210,-0.705
2280972,-0.100,-0.715
2280973,0.000,-0.705
2280974,0.065,-0.700
2280975,0.115,-0.690
2280976,0.140,-0.660
2280977,0.170,-0.625
2280978,0.190,-0.630
2280979,0.215,-0.625
2280980,0.250,-0.610
2280981,0.245,-0.570
2280982,0.270,-0.590
2280983,0.265,-0.580
2280984,0.260,-0.555
2280985,0.245,-0.535
2280986,0.270,-0.530
2280987,0.285,-0.550
2280988,0.305,-0.540
2280989,0.330,-0.510
2280990,0.355,-0.490
2280991,0.335,-0.485
2280992,0.365,-0.450
2280993,0.400,-0.390
2280994,0.435,-0.415
2280995,0.465,-0.440
2280996,0.500,-0.450
2280997,0.525,-0.430
2280998,0.565,-0.420
2280999,0.590,-0.450
2281000,0.645,-0.420
2281001,0.690,-0.400
2281002,0.730,-0.415
2281003,0.755,-0.435
2281004,0.790,-0.465
2281005,0.810,-0.485
2281006,0.820,-0.500
2281007,0.820,-0.520
2281008,0.815,-0.545
2281009,0.755,-0.515
2281010,0.690,-0.470
2281011,0.655,-0.440
2281012,0.630,-0.400
2281013,0.615,-0.365
2281014,0.595,-0.355
2281015,0.535,-0.340
2281016,0.500,-0.295
2281017,0.480,-0.250
2281018,0.410,-0.230
2281019,0.375,-0.195
2281020,0.330,-0.150
2281021,0.275,-0.140
2281022,0.250,-0.145
2281023,0.210,-0.210
2281024,0.200,-0.220
2281025,0.145,-0.205
2281026,0.100,-0.210
2281027,0.050,-0.245
2281028,0.040,-0.265
2281029,0.005,-0.275
2281030,-0.015,-0.295
2281031,-0.060,-0.300
2281032,-0.075,-0.300
2281033,-0.065,-0.305
2281034,-0.060,-0.335
2281035,-0.080,-0.380
2281036,-0.100,-0.395
2281037,-0.130,-0.405
2281038,-0.140,-0.445
2281039,-0.130,-0.450
2281040,-0.190,-0.460
2281041,-0.225,-0.465
2281042,-0.210,-0.520
2281043,-0.270,-0.535
2281044,-0.250,-0.495
2281045,-0.260,-0.460
2281046,-0.265,-0.460
2281047,-0.270,-0.490
2281048,-0.260,-0.470
2281049,-0.265,-0.445
2281050,-0.250,-0.460
2281051,-0.235,-0.455
2281052,-0.240,-0.465
2281053,-0.250,-0.460
2281054,-0.225,-0.450
2281055,-0.235,-0.455
2281056,-0.240,-0.425
2281057,-0.250,-0.435
2281058,-0.265,-0.450
2281059,-0.260,-0.475
2281060,-0.270,-0.440
2281061,-0.260,-0.380
2281062,-0.300,-0.360
2281063,-0.270,-0.375
2281064,-0.240,-0.400
2281065,-0.230,-0.360
2281066,-0.240,-0.355
2281067,-0.245,-0.345
2281068,-0.240,-0.340
2281069,-0.220,-0.355
2281070,-0.250,-0.350
2281071,-0.265,-0.395
2281072,-0.245,-0.415
2281073,-0.255,-0.435
2281074,-0.240,-0.445
2281075,-0.260,-0.445
2281076,-0.270,-0.450
2281077,-0.290,-0.455
2281078,-0.290,-0.465
2281079,-0.285,-0.455
2281080,-0.285,-0.445
2281081,-0.290,-0.435
2281082,-0.310,-0.400
2281083,-0.285,-0.320
2281084,-0.285,-0.150
2281085,-0.295,0.105
2281086,-0.285,0.470
2281087,-0.235,0.805
2281088,-0.210,1.070
2281089,-0.405,1.265
2281090,-0.765,1.455
2281091,-1.380,1.630
2281092,-2.020,1.755
2281093,-2.630,1.735
2281094,-3.050,1.675
2281095,-3.195,1.555
2281096,-3.070,1.435
2281097,-2.860,1.305
2281098,-2.680,1.210
2281099,-2.555,1.070
2281100,-2.380,1.010
2281101,-2.195,1.020
2281102,-2.075,1.035
2281103,-1.940,1.025
2281104,-1.820,0.880
2281105,-1.695,0.520
2281106,-1.570,0.080
2281107,-1.480,-0.255
2281108,-1.320,-0.490
2281109,-1.150,-0.585
2281110,-1.000,-0.615
2281111,-0.835,-0.605
2281112,-0.630,-0.610
2281113,-0.440,-0.595
2281114,-0.265,-0.575
2281115,-0.125,-0.585
2281116,0.000,-0.635
2281117,0.070,-0.635
2281118,0.120,-0.635
2281119,0.125,-0.640
2281120,0.165,-0.635
2281121,0.190,-0.655
2281122,0.210,-0.640
2281123,0.205,-0.640
2281124,0.245,-0.635
2281125,0.220,-0.640
2281126,0.195,-0.625
2281127,0.205,-0.630
2281128,0.215,-0.630
2281129,0.225,-0.585
2281130,0.210,-0.550
2281131,0.235,-0.545
2281132,0.255,-0.515
2281133,0.305,-0.520
2281134,0.325,-0.510
2281135,0.365,-0.500
2281136,0.380,-0.485
2281137,0.435,-0.500
2281138,0.440,-0.520
2281139,0.475,-0.485
2281140,0.520,-0.490
2281141,0.570,-0.485
2281142,0.615,-0.500
2281143,0.640,-0.535
2281144,0.685,-0.490
2281145,0.685,-0.500
2281146,0.715,-0.520
2281147,0.755,-0.480
2281148,0.765,-0.450
2281149,0.760,-0.435
2281150,0.780,-0.415
2281151,0.805,-0.370
2281152,0.800,-0.345
2281153,0.795,-0.285
2281154,0.750,-0.240
2281155,0.735,-0.225
2281156,0.705,-0.210
2281157,0.650,-0.155
2281158,0.600,-0.140
2281159,0.550,-0.125
2281160,0.485,-0.090
2281161,0.460,-0.105
2281162,0.385,-0.085
2281163,0.330,-0.110
2281164,0.290,-0.155
2281165,0.220,-0.210
2281166,0.165,-0.245
2281167,0.075,-0.260
2281168,0.010,-0.235
2281169,-0.025,-0.250
2281170,-0.040,-0.280
2281171,-0.055,-0.300
2281172,-0.075,-0.270
2281173,-0.065,-0.275
2281174,-0.075,-0.255
2281175,-0.080,-0.295
2281176,-0.040,-0.255
2281177,-0.015,-0.230
2281178,0.005,-0.245
2281179,-0.005,-0.260
2281180,0.010,-0.255
2281181,0.015,-0.255
2281182,0.040,-0.240
2281183,0.045,-0.270
2281184,0.020,-0.240
2281185,0.040,-0.225
2281186,0.045,-0.240
2281187,0.045,-0.250
2281188,0.055,-0.240
2281189,0.060,-0.235
2281190,0.055,-0.225
2281191,0.085,-0.240
2281192,0.065,-0.245
2281193,0.070,-0.205
