0rder,ECG1,ECG2
3857,0.255,-0.365
3858,0.265,-0.36
3859,0.26,-0.385
3860,0.245,-0.395
3861,0.27,-0.405
3862,0.28,-0.36
3863,0.28,-0.375
3864,0.265,-0.38
3865,0.275,-0.41
3866,0.275,-0.395
3867,0.27,-0.4
3868,0.265,-0.4
3869,0.285,-0.4
3870,0.285,-0.395
3871,0.295,-0.385
3872,0.275,-0.39
3873,0.275,-0.395
3874,0.285,-0.385
3875,0.295,-0.38
3876,0.295,-0.415
3877,0.27,-0.41
3878,0.28,-0.39
3879,0.27,-0.37
3880,0.26,-0.42
3881,0.275,-0.39
3882,0.25,-0.375
3883,0.265,-0.385
3884,0.285,-0.38
3885,0.25,-0.375
3886,0.28,-0.385
3887,0.275,-0.38
3888,0.24,-0.385
3889,0.26,-0.4
3890,0.24,-0.385
3891,0.24,-0.37
3892,0.235,-0.38
3893,0.245,-0.37
3894,0.225,-0.36
3895,0.22,-0.37
3896,0.195,-0.39
3897,0.22,-0.355
3898,0.23,-0.365
3899,0.215,-0.345
3900,0.225,-0.35
3901,0.23,-0.37
3902,0.225,-0.36
3903,0.225,-0.34
3904,0.225,-0.365
3905,0.215,-0.35
3906,0.205,-0.335
3907,0.225,-0.34
3908,0.2,-0.33
3909,0.225,-0.295
3910,0.205,-0.26
3911,0.225,-0.24
3912,0.22,-0.22
3913,0.25,-0.195
3914,0.28,-0.17
3915,0.315,-0.14
3916,0.35,-0.125
3917,0.36,-0.13
3918,0.38,-0.14
3919,0.385,-0.14
3920,0.375,-0.18
3921,0.34,-0.19
3922,0.32,-0.205
3923,0.28,-0.23
3924,0.255,-0.265
3925,0.235,-0.26
3926,0.24,-0.275
3927,0.21,-0.3
3928,0.165,-0.36
3929,0.165,-0.41
3930,0.175,-0.415
3931,0.155,-0.395
3932,0.16,-0.415
3933,0.145,-0.42
3934,0.145,-0.39
3935,0.14,-0.405
3936,0.15,-0.39
3937,0.115,-0.41
3938,0.115,-0.4
3939,0.125,-0.42
3940,0.135,-0.415
3941,0.13,-0.415
3942,0.105,-0.415
3943,0.12,-0.41
3944,0.12,-0.42
3945,0.135,-0.415
3946,0.125,-0.42
3947,0.115,-0.41
3948,0.13,-0.41
3949,0.15,-0.39
3950,0.13,-0.4
3951,0.12,-0.375
3952,0.13,-0.37
3953,0.14,-0.32
3954,0.16,-0.225
3955,0.165,-0.08
3956,0.19,0.175
3957,0.245,0.515
3958,0.305,0.845
3959,0.175,1.075
3960,-0.125,1.265
3961,-0.675,1.485
3962,-1.42,1.735
3963,-2.1,1.92
3964,-2.545,1.93
3965,-2.745,1.875
3966,-2.71,1.81
3967,-2.61,1.64
3968,-2.45,1.455
3969,-2.27,1.285
3970,-2.17,1.13
3971,-2.03,1.02
3972,-1.86,0.995
3973,-1.725,1.19
3974,-1.635,1.48
3975,-1.49,1.625
3976,-1.345,1.435
3977,-1.18,0.955
3978,-1.05,0.3
3979,-0.965,-0.205
3980,-0.825,-0.495
3981,-0.68,-0.615
3982,-0.52,-0.605
3983,-0.365,-0.6
3984,-0.175,-0.62
3985,0.025,-0.59
3986,0.195,-0.55
3987,0.39,-0.545
3988,0.505,-0.55
3989,0.575,-0.53
3990,0.63,-0.51
3991,0.665,-0.5
3992,0.675,-0.51
3993,0.715,-0.5
3994,0.73,-0.5
3995,0.73,-0.48
3996,0.775,-0.48
3997,0.78,-0.48
3998,0.76,-0.48
3999,0.79,-0.465
4000,0.785,-0.455
4001,0.81,-0.46
4002,0.82,-0.46
4003,0.83,-0.44
4004,0.85,-0.46
4005,0.865,-0.465
4006,0.885,-0.46
4007,0.905,-0.445
4008,0.92,-0.465
4009,0.96,-0.47
4010,0.98,-0.46
4011,0.995,-0.48
4012,1.025,-0.495
4013,1.06,-0.525
4014,1.085,-0.535
4015,1.095,-0.545
4016,1.135,-0.57
4017,1.145,-0.585
4018,1.185,-0.615
4019,1.185,-0.615
4020,1.195,-0.64
4021,1.23,-0.64
4022,1.25,-0.65
4023,1.24,-0.625
4024,1.235,-0.62
4025,1.24,-0.615
4026,1.24,-0.585
4027,1.22,-0.575
4028,1.21,-0.52
4029,1.19,-0.5
4030,1.145,-0.455
4031,1.11,-0.415
4032,1.055,-0.38
4033,0.995,-0.33
4034,0.95,-0.3
4035,0.91,-0.265
4036,0.845,-0.27
4037,0.79,-0.265
4038,0.75,-0.25
4039,0.665,-0.24
4040,0.635,-0.28
4041,0.57,-0.26
4042,0.54,-0.25
4043,0.49,-0.265
4044,0.44,-0.285
4045,0.39,-0.255
4046,0.405,-0.275
4047,0.355,-0.295
4048,0.335,-0.305
4049,0.325,-0.305
4050,0.33,-0.31
4051,0.315,-0.315
4052,0.315,-0.315
4053,0.3,-0.3
4054,0.305,-0.305
4055,0.285,-0.305
4056,0.28,-0.33
4057,0.28,-0.33
4058,0.285,-0.33
4059,0.285,-0.33
4060,0.305,-0.335
4061,0.31,-0.34
4062,0.3,-0.335
4063,0.305,-0.34
4064,0.31,-0.335
4065,0.29,-0.37
4066,0.29,-0.355
4067,0.32,-0.36
4068,0.305,-0.355
4069,0.285,-0.385
4070,0.315,-0.355
4071,0.315,-0.355
4072,0.32,-0.365
4073,0.315,-0.36
4074,0.32,-0.35
4075,0.335,-0.34
4076,0.32,-0.355
4077,0.325,-0.385
4078,0.325,-0.375
4079,0.33,-0.36
4080,0.33,-0.36
4081,0.315,-0.36
4082,0.33,-0.34
4083,0.315,-0.36
4084,0.3,-0.35
4085,0.305,-0.36
4086,0.315,-0.35
4087,0.325,-0.335
4088,0.315,-0.35
4089,0.29,-0.34
4090,0.295,-0.335
4091,0.28,-0.32
4092,0.305,-0.355
4093,0.29,-0.36
4094,0.295,-0.34
4095,0.29,-0.335
4096,0.29,-0.33
4097,0.27,-0.35
4098,0.275,-0.345
4099,0.285,-0.325
4100,0.28,-0.325
4101,0.265,-0.35
4102,0.255,-0.32
4103,0.275,-0.34
4104,0.27,-0.325
4105,0.27,-0.32
4106,0.27,-0.33
4107,0.24,-0.32
4108,0.265,-0.325
4109,0.23,-0.33
4110,0.24,-0.33
4111,0.22,-0.32
4112,0.255,-0.32
4113,0.24,-0.32
4114,0.225,-0.33
4115,0.225,-0.32
4116,0.235,-0.32
4117,0.225,-0.315
4118,0.24,-0.27
4119,0.23,-0.2
4120,0.23,-0.205
4121,0.25,-0.17
4122,0.28,-0.14
4123,0.325,-0.115
4124,0.35,-0.1
4125,0.37,-0.08
4126,0.38,-0.075
4127,0.42,-0.07
4128,0.44,-0.105
4129,0.415,-0.15
4130,0.39,-0.185
4131,0.33,-0.165
4132,0.3,-0.17
4133,0.28,-0.21
4134,0.29,-0.22
4135,0.24,-0.225
4136,0.225,-0.25
4137,0.2,-0.27
4138,0.2,-0.345
4139,0.2,-0.365
4140,0.2,-0.38
4141,0.21,-0.355
4142,0.19,-0.365
4143,0.19,-0.37
4144,0.18,-0.36
4145,0.16,-0.365
4146,0.18,-0.355
4147,0.2,-0.355
4148,0.195,-0.355
4149,0.19,-0.355
4150,0.155,-0.355
4151,0.205,-0.36
4152,0.175,-0.36
4153,0.175,-0.37
4154,0.195,-0.37
4155,0.2,-0.375
4156,0.19,-0.38
4157,0.18,-0.37
4158,0.175,-0.37
4159,0.175,-0.36
4160,0.18,-0.335
4161,0.17,-0.34
4162,0.2,-0.33
4163,0.185,-0.24
4164,0.195,-0.1
4165,0.19,0.065
4166,0.225,0.325
4167,0.315,0.68
4168,0.35,0.97
4169,0.18,1.18
4170,-0.175,1.36
4171,-0.78,1.575
4172,-1.545,1.805
4173,-2.22,1.88
4174,-2.655,1.835
4175,-2.78,1.75
4176,-2.78,1.61
4177,-2.65,1.42
4178,-2.49,1.22
4179,-2.35,1.065
4180,-2.245,0.89
4181,-2.095,0.82
4182,-1.95,0.9
4183,-1.835,1.13
4184,-1.71,1.4
4185,-1.58,1.45
4186,-1.405,1.13
4187,-1.28,0.6
4188,-1.155,0.045
4189,-0.975,-0.345
4190,-0.85,-0.555
4191,-0.665,-0.61
4192,-0.515,-0.655
4193,-0.335,-0.625
4194,-0.15,-0.59
4195,0.045,-0.56
4196,0.225,-0.525
4197,0.41,-0.515
4198,0.5,-0.52
4199,0.575,-0.525
4200,0.615,-0.5
4201,0.66,-0.485
4202,0.69,-0.49
4203,0.695,-0.48
4204,0.73,-0.425
4205,0.74,-0.43
4206,0.75,-0.43
4207,0.77,-0.435
4208,0.75,-0.44
4209,0.77,-0.43
4210,0.775,-0.405
4211,0.78,-0.42
4212,0.785,-0.38
4213,0.81,-0.365
4214,0.81,-0.36
4215,0.84,-0.365
4216,0.845,-0.385
4217,0.86,-0.375
4218,0.87,-0.365
4219,0.905,-0.39
4220,0.93,-0.385
4221,0.94,-0.385
4222,0.95,-0.41
4223,0.98,-0.42
4224,0.99,-0.45
4225,1.03,-0.47
4226,1.04,-0.455
4227,1.1,-0.48
4228,1.12,-0.505
4229,1.12,-0.52
4230,1.155,-0.5
4231,1.175,-0.545
4232,1.205,-0.57
4233,1.23,-0.555
4234,1.225,-0.54
4235,1.23,-0.54
4236,1.235,-0.515
4237,1.22,-0.52
4238,1.175,-0.5
4239,1.18,-0.485
4240,1.145,-0.45
4241,1.115,-0.415
4242,1.09,-0.4
4243,1.045,-0.355
4244,0.98,-0.335
4245,0.92,-0.3
4246,0.885,-0.275
4247,0.83,-0.265
4248,0.79,-0.24
4249,0.72,-0.25
4250,0.675,-0.23
4251,0.62,-0.23
4252,0.575,-0.265
4253,0.525,-0.26
4254,0.465,-0.28
4255,0.42,-0.285
4256,0.39,-0.29
4257,0.36,-0.315
4258,0.315,-0.32
4259,0.31,-0.32
4260,0.285,-0.305
4261,0.275,-0.32
4262,0.28,-0.345
4263,0.245,-0.35
4264,0.22,-0.355
4265,0.24,-0.345
4266,0.215,-0.345
4267,0.195,-0.355
4268,0.23,-0.365
4269,0.235,-0.38
4270,0.23,-0.37
4271,0.21,-0.36
4272,0.225,-0.385
4273,0.22,-0.39
4274,0.225,-0.37
4275,0.205,-0.4
4276,0.22,-0.4
4277,0.22,-0.4
4278,0.235,-0.4
4279,0.22,-0.37
4280,0.22,-0.395
4281,0.22,-0.415
4282,0.225,-0.42
4283,0.225,-0.41
4284,0.225,-0.43
4285,0.255,-0.405
4286,0.245,-0.42
4287,0.235,-0.415
4288,0.23,-0.435
4289,0.23,-0.45
4290,0.23,-0.42
4291,0.22,-0.405
4292,0.22,-0.45
4293,0.21,-0.45
4294,0.22,-0.445
4295,0.24,-0.44
4296,0.205,-0.425
4297,0.205,-0.41
4298,0.23,-0.4
4299,0.24,-0.415
4300,0.225,-0.405
4301,0.215,-0.435
4302,0.195,-0.435
4303,0.21,-0.42
4304,0.205,-0.42
4305,0.205,-0.41
4306,0.185,-0.39
4307,0.175,-0.405
4308,0.18,-0.43
4309,0.18,-0.4
4310,0.18,-0.4
4311,0.18,-0.405
4312,0.195,-0.385
4313,0.18,-0.41
4314,0.17,-0.41
4315,0.175,-0.405
4316,0.195,-0.405
4317,0.185,-0.39
4318,0.17,-0.39
4319,0.18,-0.38
4320,0.165,-0.385
4321,0.17,-0.365
4322,0.15,-0.39
4323,0.165,-0.365
4324,0.17,-0.355
4325,0.185,-0.35
4326,0.175,-0.35
4327,0.17,-0.385
4328,0.19,-0.36
4329,0.17,-0.36
4330,0.18,-0.36
4331,0.16,-0.32
4332,0.165,-0.295
4333,0.15,-0.28
4334,0.19,-0.26
4335,0.155,-0.23
4336,0.21,-0.205
4337,0.235,-0.19
4338,0.245,-0.15
4339,0.275,-0.145
4340,0.32,-0.14
4341,0.325,-0.14
4342,0.33,-0.165
4343,0.335,-0.2
4344,0.305,-0.24
4345,0.275,-0.21
4346,0.245,-0.235
4347,0.215,-0.27
4348,0.2,-0.25
4349,0.195,-0.28
4350,0.175,-0.325
4351,0.13,-0.335
4352,0.11,-0.335
4353,0.115,-0.39
4354,0.12,-0.395
4355,0.135,-0.405
4356,0.1,-0.41
4357,0.1,-0.43
4358,0.1,-0.445
4359,0.08,-0.405
4360,0.1,-0.385
4361,0.105,-0.405
4362,0.095,-0.43
4363,0.065,-0.41
4364,0.09,-0.41
4365,0.095,-0.43
4366,0.075,-0.405
4367,0.09,-0.405
4368,0.08,-0.39
4369,0.06,-0.395
4370,0.09,-0.43
4371,0.06,-0.41
4372,0.075,-0.395
4373,0.1,-0.36
4374,0.1,-0.38
4375,0.075,-0.37
4376,0.1,-0.36
4377,0.11,-0.315
4378,0.09,-0.24
4379,0.11,-0.13
4380,0.12,0.135
4381,0.155,0.58
4382,0.285,1.015
4383,0.22,1.335
4384,-0.045,1.585
4385,-0.48,1.845
4386,-1.17,2.11
4387,-1.89,2.305
4388,-2.445,2.365
4389,-2.78,2.28
4390,-2.82,2.17
4391,-2.74,1.97
4392,-2.57,1.73
4393,-2.325,1.58
4394,-2.185,1.415
4395,-2.055,1.275
4396,-1.89,1.255
4397,-1.73,1.39
4398,-1.63,1.66
4399,-1.525,1.91
4400,-1.375,1.915
4401,-1.235,1.53
4402,-1.115,0.93
4403,-1.01,0.34
4404,-0.86,-0.11
4405,-0.715,-0.405
4406,-0.56,-0.55
4407,-0.4,-0.6
4408,-0.21,-0.65
4409,-0.065,-0.62
4410,0.1,-0.625
4411,0.26,-0.57
4412,0.395,-0.59
4413,0.52,-0.6
4414,0.57,-0.605
4415,0.605,-0.57
4416,0.63,-0.575
4417,0.63,-0.59
4418,0.655,-0.57
4419,0.665,-0.57
4420,0.69,-0.555
4421,0.7,-0.535
4422,0.7,-0.56
4423,0.725,-0.53
4424,0.72,-0.525
4425,0.76,-0.525
4426,0.775,-0.5
4427,0.78,-0.515
4428,0.795,-0.52
4429,0.79,-0.49
4430,0.805,-0.48
4431,0.82,-0.485
4432,0.845,-0.5
4433,0.845,-0.52
4434,0.87,-0.52
4435,0.885,-0.52
4436,0.9,-0.565
4437,0.92,-0.56
4438,0.94,-0.565
4439,0.975,-0.61
4440,0.97,-0.61
4441,1.005,-0.625
4442,1.055,-0.64
4443,1.075,-0.645
4444,1.07,-0.655
4445,1.095,-0.655
4446,1.125,-0.64
4447,1.125,-0.655
4448,1.14,-0.665
4449,1.15,-0.655
4450,1.13,-0.63
4451,1.125,-0.6
4452,1.115,-0.57
4453,1.095,-0.54
4454,1.07,-0.5
4455,1.025,-0.46
4456,1,-0.415
4457,0.96,-0.415
4458,0.905,-0.365
4459,0.86,-0.32
4460,0.815,-0.31
4461,0.765,-0.31
4462,0.695,-0.295
4463,0.62,-0.28
4464,0.615,-0.285
4465,0.55,-0.28
4466,0.505,-0.28
4467,0.45,-0.275
4468,0.4,-0.29
4469,0.37,-0.3
4470,0.33,-0.29
4471,0.3,-0.33
4472,0.285,-0.34
4473,0.3,-0.36
4474,0.265,-0.33
4475,0.25,-0.34
4476,0.23,-0.345
4477,0.215,-0.355
4478,0.235,-0.35
4479,0.22,-0.345
4480,0.21,-0.335
4481,0.195,-0.365
4482,0.22,-0.36
4483,0.22,-0.355
4484,0.23,-0.355
4485,0.23,-0.38
4486,0.205,-0.385
4487,0.205,-0.385
4488,0.2,-0.38
4489,0.2,-0.385
4490,0.215,-0.39
4491,0.205,-0.42
4492,0.21,-0.405
4493,0.195,-0.405
4494,0.225,-0.41
4495,0.22,-0.415
4496,0.225,-0.41
4497,0.215,-0.45
4498,0.22,-0.445
4499,0.19,-0.435
4500,0.2,-0.43
4501,0.2,-0.425
4502,0.2,-0.45
4503,0.215,-0.435
4504,0.19,-0.44
4505,0.19,-0.43
4506,0.19,-0.435
4507,0.17,-0.445
4508,0.185,-0.445
4509,0.205,-0.465
4510,0.195,-0.45
4511,0.19,-0.45
4512,0.2,-0.46
4513,0.185,-0.445
4514,0.165,-0.435
4515,0.17,-0.43
4516,0.165,-0.425
4517,0.16,-0.45
4518,0.175,-0.445
4519,0.165,-0.425
4520,0.17,-0.425
4521,0.175,-0.44
4522,0.165,-0.425
4523,0.16,-0.425
4524,0.155,-0.415
4525,0.165,-0.425
4526,0.15,-0.415
4527,0.15,-0.4
4528,0.145,-0.425
4529,0.125,-0.41
4530,0.145,-0.405
4531,0.135,-0.415
4532,0.12,-0.405
4533,0.14,-0.405
4534,0.13,-0.385
4535,0.13,-0.395
4536,0.115,-0.4
4537,0.13,-0.395
4538,0.13,-0.39
4539,0.145,-0.375
4540,0.12,-0.39
4541,0.135,-0.385
4542,0.14,-0.37
4543,0.16,-0.36
4544,0.135,-0.315
4545,0.155,-0.28
4546,0.14,-0.27
4547,0.195,-0.25
4548,0.19,-0.23
4549,0.215,-0.185
4550,0.245,-0.14
4551,0.25,-0.145
4552,0.28,-0.14
4553,0.295,-0.165
4554,0.295,-0.205
4555,0.29,-0.205
4556,0.24,-0.23
4557,0.235,-0.235
4558,0.2,-0.255
4559,0.2,-0.26
4560,0.185,-0.275
4561,0.17,-0.295
4562,0.15,-0.32
4563,0.12,-0.365
4564,0.145,-0.405
4565,0.135,-0.425
4566,0.11,-0.425
4567,0.11,-0.38
4568,0.11,-0.405
4569,0.105,-0.415
4570,0.105,-0.405
4571,0.09,-0.395
4572,0.105,-0.405
4573,0.09,-0.395
4574,0.075,-0.395
4575,0.095,-0.385
4576,0.1,-0.4
4577,0.085,-0.395
4578,0.085,-0.4
4579,0.08,-0.385
4580,0.075,-0.385
4581,0.1,-0.39
4582,0.12,-0.365
4583,0.125,-0.385
4584,0.105,-0.375
4585,0.11,-0.36
4586,0.13,-0.35
4587,0.12,-0.315
4588,0.1,-0.275
4589,0.115,-0.15
4590,0.115,0.035
4591,0.175,0.31
4592,0.26,0.61
4593,0.3,0.94
4594,0.09,1.135
4595,-0.26,1.33
4596,-0.84,1.53
4597,-1.585,1.775
4598,-2.24,1.88
4599,-2.65,1.86
4600,-2.775,1.77
4601,-2.73,1.685
4602,-2.605,1.515
4603,-2.4,1.335
4604,-2.265,1.175
4605,-2.16,1.045
4606,-2,0.995
4607,-1.8,1.12
4608,-1.69,1.36
4609,-1.555,1.605
4610,-1.41,1.48
4611,-1.28,1.01
4612,-1.125,0.365
4613,-0.995,-0.135
4614,-0.88,-0.425
4615,-0.705,-0.555
4616,-0.565,-0.575
4617,-0.405,-0.58
4618,-0.235,-0.57
4619,-0.03,-0.545
4620,0.16,-0.52
4621,0.32,-0.515
4622,0.445,-0.51
4623,0.495,-0.51
4624,0.54,-0.485
4625,0.6,-0.505
4626,0.615,-0.48
4627,0.635,-0.47
4628,0.66,-0.465
4629,0.655,-0.47
4630,0.68,-0.445
4631,0.705,-0.435
4632,0.72,-0.435
4633,0.71,-0.425
4634,0.73,-0.43
4635,0.72,-0.415
4636,0.705,-0.435
4637,0.73,-0.415
4638,0.76,-0.415
4639,0.77,-0.43
4640,0.79,-0.425
4641,0.82,-0.43
4642,0.845,-0.45
4643,0.855,-0.435
4644,0.88,-0.465
4645,0.91,-0.465
4646,0.94,-0.485
4647,0.955,-0.49
4648,1,-0.515
4649,0.995,-0.545
4650,1.02,-0.55
4651,1.045,-0.565
4652,1.06,-0.6
4653,1.045,-0.615
4654,1.12,-0.62
4655,1.115,-0.61
4656,1.12,-0.62
4657,1.12,-0.605
4658,1.125,-0.605
4659,1.105,-0.57
4660,1.095,-0.55
4661,1.07,-0.505
4662,1.035,-0.48
4663,1.005,-0.445
4664,0.97,-0.425
4665,0.92,-0.405
4666,0.865,-0.345
4667,0.805,-0.3
4668,0.755,-0.305
4669,0.705,-0.265
4670,0.65,-0.25
4671,0.62,-0.24
4672,0.55,-0.24
4673,0.5,-0.255
4674,0.455,-0.255
4675,0.42,-0.255
4676,0.375,-0.265
4677,0.32,-0.27
4678,0.315,-0.26
4679,0.245,-0.275
4680,0.255,-0.27
4681,0.235,-0.3
4682,0.215,-0.275
4683,0.225,-0.28
4684,0.215,-0.31
4685,0.21,-0.285
4686,0.2,-0.29
4687,0.19,-0.315
4688,0.165,-0.325
4689,0.16,-0.305
4690,0.165,-0.31
4691,0.145,-0.325
4692,0.15,-0.355
4693,0.155,-0.345
4694,0.145,-0.36
4695,0.155,-0.36
4696,0.15,-0.355
4697,0.14,-0.36
4698,0.145,-0.37
4699,0.145,-0.37
4700,0.15,-0.365
4701,0.155,-0.38
4702,0.15,-0.365
4703,0.18,-0.37
4704,0.155,-0.38
4705,0.14,-0.37
4706,0.145,-0.355
4707,0.125,-0.39
4708,0.17,-0.39
4709,0.145,-0.375
4710,0.15,-0.395
4711,0.145,-0.375
4712,0.155,-0.385
4713,0.125,-0.38
4714,0.13,-0.365
4715,0.14,-0.38
4716,0.155,-0.375
4717,0.15,-0.385
4718,0.14,-0.375
4719,0.12,-0.37
4720,0.125,-0.36
4721,0.12,-0.365
4722,0.12,-0.375
4723,0.125,-0.39
4724,0.1,-0.375
4725,0.105,-0.385
4726,0.105,-0.37
4727,0.105,-0.365
4728,0.085,-0.36
4729,0.09,-0.355
4730,0.11,-0.375
4731,0.08,-0.365
4732,0.08,-0.36
4733,0.085,-0.345
4734,0.1,-0.355
4735,0.075,-0.36
4736,0.065,-0.355
4737,0.08,-0.36
4738,0.06,-0.335
4739,0.05,-0.35
4740,0.075,-0.34
4741,0.07,-0.34
4742,0.065,-0.365
4743,0.065,-0.345
4744,0.07,-0.335
4745,0.06,-0.335
4746,0.05,-0.335
4747,0.08,-0.32
4748,0.06,-0.295
4749,0.05,-0.25
4750,0.055,-0.245
4751,0.07,-0.23
4752,0.115,-0.18
4753,0.105,-0.16
4754,0.145,-0.145
4755,0.175,-0.145
4756,0.205,-0.12
4757,0.235,-0.125
4758,0.27,-0.16
4759,0.24,-0.19
4760,0.235,-0.2
4761,0.175,-0.205
4762,0.135,-0.215
4763,0.115,-0.24
4764,0.095,-0.265
4765,0.1,-0.265
4766,0.06,-0.3
4767,0.02,-0.355
4768,0.035,-0.395
4769,0.04,-0.4
4770,0.035,-0.395
4771,0.035,-0.385
4772,0.04,-0.4
4773,0.03,-0.4
4774,0.02,-0.39
4775,0.02,-0.39
4776,0,-0.375
4777,0.025,-0.415
4778,0.04,-0.42
4779,0.04,-0.41
4780,0.02,-0.385
4781,0.035,-0.415
4782,0.035,-0.385
4783,0.04,-0.37
4784,0.05,-0.36
4785,0.035,-0.355
4786,0.045,-0.38
4787,0.04,-0.375
4788,0.035,-0.375
4789,0.045,-0.375
4790,0.045,-0.345
4791,0.04,-0.335
4792,0.03,-0.265
4793,0.045,-0.15
4794,0.055,0.035
4795,0.1,0.29
4796,0.2,0.625
4797,0.195,0.87
4798,-0.01,1.01
4799,-0.4,1.185
4800,-1.065,1.415
4801,-1.83,1.64
4802,-2.46,1.7
4803,-2.82,1.645
4804,-2.92,1.575
4805,-2.84,1.455
4806,-2.705,1.28
4807,-2.53,1.125
4808,-2.42,0.945
4809,-2.295,0.795
4810,-2.08,0.81
4811,-1.965,0.94
4812,-1.835,1.2
4813,-1.69,1.295
4814,-1.53,1.085
4815,-1.345,0.595
4816,-1.24,-0.02
4817,-1.12,-0.44
4818,-0.955,-0.61
4819,-0.78,-0.635
4820,-0.635,-0.6
4821,-0.445,-0.57
4822,-0.235,-0.555
4823,-0.005,-0.5
4824,0.145,-0.49
4825,0.31,-0.48
4826,0.415,-0.455
4827,0.485,-0.455
4828,0.495,-0.445
4829,0.57,-0.43
4830,0.575,-0.41
4831,0.575,-0.39
4832,0.61,-0.43
4833,0.63,-0.405
4834,0.65,-0.37
4835,0.655,-0.375
4836,0.67,-0.365
4837,0.7,-0.375
4838,0.695,-0.365
4839,0.705,-0.36
4840,0.685,-0.36
4841,0.73,-0.375
4842,0.735,-0.345
4843,0.76,-0.35
4844,0.765,-0.375
4845,0.79,-0.36
4846,0.8,-0.385
4847,0.84,-0.385
4848,0.835,-0.385
4849,0.855,-0.4
4850,0.9,-0.415
4851,0.935,-0.42
4852,0.95,-0.45
4853,0.965,-0.47
4854,0.975,-0.475
4855,1.005,-0.46
4856,1.03,-0.5
4857,1.06,-0.51
4858,1.075,-0.525
4859,1.095,-0.525
4860,1.095,-0.55
4861,1.115,-0.56
4862,1.14,-0.545
4863,1.135,-0.54
4864,1.125,-0.495
4865,1.09,-0.48
4866,1.07,-0.475
4867,1.015,-0.44
4868,0.97,-0.405
4869,0.92,-0.36
4870,0.87,-0.315
4871,0.82,-0.285
4872,0.76,-0.28
4873,0.735,-0.255
4874,0.68,-0.225
4875,0.61,-0.225
4876,0.555,-0.205
4877,0.505,-0.205
4878,0.455,-0.225
4879,0.395,-0.23
4880,0.37,-0.24
4881,0.305,-0.26
4882,0.28,-0.25
4883,0.255,-0.24
4884,0.235,-0.26
4885,0.205,-0.27
4886,0.195,-0.27
4887,0.18,-0.295
4888,0.165,-0.29
4889,0.145,-0.285
4890,0.155,-0.3
4891,0.145,-0.275
4892,0.16,-0.31
4893,0.145,-0.315
4894,0.12,-0.31
4895,0.135,-0.33
4896,0.13,-0.34
4897,0.14,-0.33
4898,0.165,-0.32
4899,0.135,-0.32
4900,0.145,-0.33
4901,0.17,-0.32
4902,0.165,-0.33
4903,0.15,-0.355
4904,0.145,-0.36
4905,0.115,-0.355
4906,0.125,-0.355
4907,0.165,-0.36
4908,0.14,-0.37
4909,0.15,-0.365
4910,0.135,-0.34
4911,0.135,-0.35
4912,0.14,-0.355
4913,0.12,-0.35
4914,0.12,-0.35
4915,0.125,-0.33
4916,0.135,-0.345
4917,0.105,-0.345
4918,0.115,-0.345
4919,0.11,-0.365
4920,0.105,-0.35
4921,0.1,-0.355
4922,0.115,-0.35
4923,0.1,-0.36
4924,0.07,-0.37
4925,0.105,-0.355
4926,0.085,-0.345
4927,0.105,-0.345
4928,0.075,-0.355
4929,0.07,-0.345
4930,0.07,-0.355
4931,0.06,-0.35
4932,0.04,-0.35
4933,0.02,-0.345
4934,0.05,-0.34
4935,0.035,-0.345
4936,0.06,-0.355
4937,0.035,-0.355
4938,0.055,-0.345
4939,0.04,-0.33
4940,0.06,-0.34
4941,0.045,-0.35
4942,0.045,-0.32
4943,0.035,-0.335
4944,0.015,-0.34
4945,0.01,-0.365
4946,0.02,-0.325
4947,0.015,-0.335
4948,0.035,-0.35
4949,0.035,-0.36
4950,0.035,-0.345
4951,0.02,-0.35
4952,0.045,-0.34
4953,0.02,-0.35
4954,0.025,-0.32
4955,0.02,-0.33
4956,0.015,-0.345
4957,0,-0.33
4958,0,-0.345
4959,0.005,-0.315
4960,0.01,-0.28
4961,0,-0.23
4962,0.005,-0.215
4963,0.03,-0.21
4964,0.06,-0.18
4965,0.09,-0.16
4966,0.085,-0.125
4967,0.125,-0.13
4968,0.135,-0.155
4969,0.155,-0.165
4970,0.175,-0.19
4971,0.125,-0.21
4972,0.095,-0.235
4973,0.085,-0.24
4974,0.025,-0.265
4975,0.005,-0.275
4976,0.02,-0.29
4977,-0.03,-0.3
4978,-0.05,-0.315
4979,-0.055,-0.345
4980,-0.085,-0.385
4981,-0.07,-0.43
4982,-0.04,-0.41
4983,-0.07,-0.415
4984,-0.07,-0.405
4985,-0.075,-0.41
4986,-0.09,-0.405
4987,-0.09,-0.405
4988,-0.085,-0.4
4989,-0.08,-0.425
4990,-0.085,-0.4
4991,-0.095,-0.41
4992,-0.05,-0.4
4993,-0.07,-0.39
4994,-0.1,-0.405
4995,-0.095,-0.42
4996,-0.095,-0.43
4997,-0.075,-0.425
4998,-0.095,-0.42
4999,-0.075,-0.395
5000,-0.095,-0.395
5001,-0.1,-0.4
5002,-0.085,-0.38
5003,-0.105,-0.36
5004,-0.12,-0.32
5005,-0.085,-0.24
5006,-0.1,-0.08
5007,-0.08,0.155
5008,0,0.485
5009,0.1,0.82
5010,0.005,1.075
5011,-0.295,1.24
5012,-0.735,1.49
5013,-1.435,1.71
5014,-2.145,1.9
5015,-2.67,1.93
5016,-2.95,1.86
5017,-2.995,1.77
5018,-2.915,1.6
5019,-2.79,1.395
