0rder,ECG1,ECG2
4090,0.135,-0.14
4091,0.09,-0.2
4092,0.065,-0.255
4093,0.06,-0.255
4094,0.045,-0.245
4095,0.005,-0.285
4096,-0.045,-0.325
4097,-0.045,-0.38
4098,-0.045,-0.405
4099,-0.025,-0.405
4100,-0.03,-0.4
4101,-0.065,-0.395
4102,-0.055,-0.4
4103,-0.05,-0.385
4104,-0.055,-0.375
4105,-0.075,-0.39
4106,-0.075,-0.39
4107,-0.075,-0.385
4108,-0.08,-0.37
4109,-0.075,-0.38
4110,-0.075,-0.39
4111,-0.085,-0.395
4112,-0.07,-0.385
4113,-0.065,-0.37
4114,-0.07,-0.39
4115,-0.065,-0.37
4116,-0.04,-0.37
4117,-0.075,-0.36
4118,-0.07,-0.36
4119,-0.06,-0.375
4120,-0.05,-0.355
4121,-0.06,-0.33
4122,-0.05,-0.32
4123,-0.045,-0.245
4124,-0.05,-0.13
4125,-0.04,0.045
4126,0.015,0.29
4127,0.09,0.62
4128,0.105,0.895
4129,-0.1,1.08
4130,-0.495,1.33
4131,-1.075,1.61
4132,-1.81,1.865
4133,-2.425,1.99
4134,-2.82,1.985
4135,-2.98,1.97
4136,-2.92,1.93
4137,-2.795,1.805
4138,-2.615,1.675
4139,-2.46,1.57
4140,-2.35,1.46
4141,-2.22,1.36
4142,-2.005,1.42
4143,-1.875,1.58
4144,-1.795,1.83
4145,-1.655,1.91
4146,-1.54,1.63
4147,-1.425,1.055
4148,-1.275,0.395
4149,-1.18,-0.06
4150,-1.02,-0.335
4151,-0.89,-0.475
4152,-0.715,-0.545
4153,-0.545,-0.575
4154,-0.395,-0.56
4155,-0.19,-0.57
4156,-0.015,-0.555
4157,0.15,-0.525
4158,0.295,-0.545
4159,0.375,-0.57
4160,0.42,-0.555
4161,0.465,-0.525
4162,0.51,-0.535
4163,0.505,-0.535
4164,0.525,-0.555
4165,0.535,-0.525
4166,0.555,-0.495
4167,0.56,-0.515
4168,0.585,-0.52
4169,0.59,-0.51
4170,0.635,-0.5
4171,0.62,-0.49
4172,0.63,-0.485
4173,0.625,-0.515
4174,0.65,-0.5
4175,0.675,-0.49
4176,0.685,-0.5
4177,0.69,-0.525
4178,0.745,-0.515
4179,0.76,-0.525
4180,0.785,-0.545
4181,0.82,-0.56
4182,0.84,-0.565
4183,0.88,-0.57
4184,0.885,-0.62
4185,0.91,-0.63
4186,0.94,-0.635
4187,0.96,-0.64
4188,0.99,-0.67
4189,1.025,-0.71
4190,1.05,-0.715
4191,1.075,-0.71
4192,1.09,-0.72
4193,1.095,-0.745
4194,1.105,-0.725
4195,1.095,-0.72
4196,1.11,-0.705
4197,1.105,-0.67
4198,1.085,-0.63
4199,1.065,-0.595
4200,1.03,-0.54
4201,0.985,-0.53
4202,0.94,-0.465
4203,0.895,-0.44
4204,0.87,-0.41
4205,0.8,-0.375
4206,0.745,-0.32
4207,0.68,-0.28
4208,0.635,-0.275
4209,0.56,-0.28
4210,0.515,-0.275
4211,0.465,-0.26
4212,0.41,-0.27
4213,0.375,-0.275
4214,0.335,-0.27
4215,0.295,-0.265
4216,0.255,-0.28
4217,0.24,-0.285
4218,0.22,-0.3
4219,0.19,-0.285
4220,0.175,-0.285
4221,0.17,-0.31
4222,0.145,-0.32
4223,0.135,-0.315
4224,0.145,-0.305
4225,0.135,-0.32
4226,0.13,-0.315
4227,0.14,-0.31
4228,0.12,-0.32
4229,0.125,-0.32
4230,0.125,-0.34
4231,0.13,-0.325
4232,0.125,-0.34
4233,0.125,-0.35
4234,0.135,-0.36
4235,0.135,-0.36
4236,0.115,-0.345
4237,0.105,-0.38
4238,0.105,-0.375
4239,0.125,-0.385
4240,0.135,-0.355
4241,0.125,-0.365
4242,0.125,-0.36
4243,0.12,-0.37
4244,0.125,-0.345
4245,0.14,-0.38
4246,0.145,-0.38
4247,0.13,-0.395
4248,0.145,-0.375
4249,0.14,-0.39
4250,0.14,-0.375
4251,0.135,-0.4
4252,0.125,-0.38
4253,0.14,-0.385
4254,0.135,-0.395
4255,0.15,-0.395
4256,0.115,-0.38
4257,0.135,-0.38
4258,0.115,-0.4
4259,0.12,-0.38
4260,0.115,-0.36
4261,0.13,-0.375
4262,0.115,-0.365
4263,0.115,-0.38
4264,0.09,-0.37
4265,0.095,-0.37
4266,0.11,-0.365
4267,0.1,-0.38
4268,0.095,-0.36
4269,0.115,-0.35
4270,0.095,-0.36
4271,0.11,-0.37
4272,0.1,-0.37
4273,0.09,-0.36
4274,0.095,-0.375
4275,0.11,-0.375
4276,0.105,-0.37
4277,0.09,-0.365
4278,0.1,-0.36
4279,0.085,-0.34
4280,0.105,-0.35
4281,0.1,-0.36
4282,0.1,-0.35
4283,0.09,-0.36
4284,0.09,-0.35
4285,0.08,-0.325
4286,0.095,-0.31
4287,0.085,-0.325
4288,0.09,-0.28
4289,0.07,-0.24
4290,0.08,-0.23
4291,0.12,-0.22
4292,0.14,-0.175
4293,0.17,-0.17
4294,0.205,-0.13
4295,0.22,-0.135
4296,0.25,-0.125
4297,0.28,-0.145
4298,0.29,-0.185
4299,0.285,-0.24
4300,0.275,-0.225
4301,0.225,-0.22
4302,0.185,-0.24
4303,0.175,-0.245
4304,0.165,-0.255
4305,0.155,-0.275
4306,0.115,-0.315
4307,0.1,-0.36
4308,0.075,-0.4
4309,0.065,-0.41
4310,0.075,-0.405
4311,0.08,-0.405
4312,0.065,-0.435
4313,0.06,-0.43
4314,0.055,-0.4
4315,0.055,-0.425
4316,0.065,-0.405
4317,0.05,-0.4
4318,0.06,-0.415
4319,0.055,-0.425
4320,0.07,-0.42
4321,0.05,-0.42
4322,0.085,-0.415
4323,0.075,-0.425
4324,0.06,-0.405
4325,0.05,-0.405
4326,0.04,-0.41
4327,0.055,-0.42
4328,0.065,-0.41
4329,0.06,-0.4
4330,0.05,-0.39
4331,0.055,-0.39
4332,0.07,-0.38
4333,0.055,-0.345
4334,0.055,-0.265
4335,0.08,-0.13
4336,0.08,0.05
4337,0.155,0.34
4338,0.235,0.67
4339,0.17,0.89
4340,-0.135,1.14
4341,-0.615,1.42
4342,-1.355,1.705
4343,-2.06,1.85
4344,-2.56,1.86
4345,-2.785,1.805
4346,-2.785,1.775
4347,-2.675,1.655
4348,-2.52,1.505
4349,-2.34,1.39
4350,-2.245,1.265
4351,-2.08,1.215
4352,-1.89,1.26
4353,-1.77,1.465
4354,-1.665,1.71
4355,-1.53,1.735
4356,-1.395,1.385
4357,-1.25,0.785
4358,-1.155,0.21
4359,-1.04,-0.19
4360,-0.905,-0.41
4361,-0.74,-0.545
4362,-0.605,-0.59
4363,-0.4,-0.59
4364,-0.245,-0.595
4365,-0.085,-0.59
4366,0.09,-0.585
4367,0.305,-0.58
4368,0.42,-0.595
4369,0.505,-0.58
4370,0.57,-0.57
4371,0.595,-0.575
4372,0.615,-0.575
4373,0.635,-0.56
4374,0.67,-0.565
4375,0.7,-0.56
4376,0.7,-0.56
4377,0.725,-0.535
4378,0.74,-0.56
4379,0.725,-0.535
4380,0.735,-0.52
4381,0.775,-0.52
4382,0.775,-0.52
4383,0.785,-0.52
4384,0.8,-0.51
4385,0.825,-0.525
4386,0.835,-0.52
4387,0.86,-0.52
4388,0.88,-0.52
4389,0.875,-0.545
4390,0.915,-0.57
4391,0.955,-0.56
4392,0.99,-0.575
4393,0.995,-0.58
4394,1.04,-0.6
4395,1.03,-0.6
4396,1.07,-0.62
4397,1.12,-0.605
4398,1.165,-0.62
4399,1.185,-0.65
4400,1.205,-0.655
4401,1.235,-0.675
4402,1.275,-0.71
4403,1.265,-0.705
4404,1.28,-0.665
4405,1.255,-0.655
4406,1.265,-0.63
4407,1.26,-0.595
4408,1.22,-0.57
4409,1.195,-0.545
4410,1.16,-0.485
4411,1.125,-0.455
4412,1.065,-0.42
4413,1.02,-0.36
4414,0.965,-0.335
4415,0.93,-0.305
4416,0.855,-0.285
4417,0.805,-0.275
4418,0.74,-0.26
4419,0.71,-0.255
4420,0.63,-0.255
4421,0.575,-0.265
4422,0.51,-0.275
4423,0.495,-0.265
4424,0.465,-0.28
4425,0.44,-0.28
4426,0.4,-0.3
4427,0.375,-0.285
4428,0.335,-0.265
4429,0.315,-0.275
4430,0.325,-0.315
4431,0.315,-0.3
4432,0.295,-0.305
4433,0.285,-0.32
4434,0.29,-0.34
4435,0.295,-0.315
4436,0.3,-0.325
4437,0.285,-0.345
4438,0.285,-0.35
4439,0.28,-0.34
4440,0.285,-0.35
4441,0.295,-0.34
4442,0.29,-0.365
4443,0.305,-0.365
4444,0.3,-0.355
4445,0.29,-0.36
4446,0.295,-0.365
4447,0.3,-0.355
4448,0.305,-0.375
4449,0.3,-0.365
4450,0.305,-0.365
4451,0.295,-0.365
4452,0.29,-0.375
4453,0.315,-0.37
4454,0.335,-0.38
4455,0.315,-0.375
4456,0.32,-0.375
4457,0.32,-0.375
4458,0.305,-0.39
4459,0.32,-0.37
4460,0.315,-0.38
4461,0.325,-0.385
4462,0.34,-0.355
4463,0.325,-0.355
4464,0.315,-0.365
4465,0.305,-0.34
4466,0.3,-0.355
4467,0.3,-0.36
4468,0.315,-0.37
4469,0.31,-0.37
4470,0.31,-0.385
4471,0.31,-0.35
4472,0.315,-0.33
4473,0.3,-0.33
4474,0.28,-0.31
4475,0.295,-0.365
4476,0.275,-0.375
4477,0.29,-0.36
4478,0.275,-0.335
4479,0.27,-0.34
4480,0.285,-0.345
4481,0.3,-0.38
4482,0.3,-0.38
4483,0.275,-0.355
4484,0.28,-0.345
4485,0.29,-0.345
4486,0.275,-0.355
4487,0.255,-0.33
4488,0.285,-0.315
4489,0.26,-0.295
4490,0.27,-0.295
4491,0.29,-0.265
4492,0.29,-0.245
4493,0.28,-0.235
4494,0.295,-0.215
4495,0.345,-0.175
4496,0.36,-0.125
4497,0.38,-0.095
4498,0.415,-0.08
4499,0.45,-0.08
4500,0.475,-0.12
4501,0.485,-0.175
4502,0.475,-0.2
4503,0.465,-0.195
4504,0.44,-0.195
4505,0.39,-0.205
4506,0.34,-0.21
4507,0.375,-0.23
4508,0.36,-0.285
4509,0.305,-0.32
4510,0.265,-0.34
4511,0.275,-0.35
4512,0.29,-0.345
4513,0.29,-0.355
4514,0.285,-0.365
4515,0.29,-0.36
4516,0.29,-0.4
4517,0.295,-0.475
4518,0.28,-0.455
4519,0.25,-0.42
4520,0.25,-0.385
4521,0.285,-0.425
4522,0.28,-0.435
4523,0.28,-0.41
4524,0.315,-0.43
4525,0.275,-0.43
4526,0.255,-0.425
4527,0.255,-0.39
4528,0.25,-0.39
4529,0.24,-0.4
4530,0.245,-0.435
4531,0.255,-0.405
4532,0.25,-0.435
4533,0.255,-0.41
4534,0.245,-0.405
4535,0.235,-0.34
4536,0.25,-0.265
4537,0.235,-0.15
4538,0.25,0.015
4539,0.325,0.335
4540,0.42,0.575
4541,0.37,0.785
4542,0.095,0.99
4543,-0.36,1.235
4544,-1.09,1.505
4545,-1.825,1.635
4546,-2.34,1.64
4547,-2.61,1.6
4548,-2.575,1.515
4549,-2.47,1.37
4550,-2.295,1.24
4551,-2.135,1.1
4552,-2.05,0.96
4553,-1.87,0.91
4554,-1.67,1.04
4555,-1.535,1.23
4556,-1.45,1.28
4557,-1.265,1.025
4558,-1.15,0.495
4559,-1.01,-0.095
4560,-0.885,-0.49
4561,-0.76,-0.655
4562,-0.64,-0.695
4563,-0.48,-0.675
4564,-0.275,-0.665
4565,-0.075,-0.665
4566,0.1,-0.64
4567,0.28,-0.6
4568,0.475,-0.61
4569,0.62,-0.6
4570,0.66,-0.615
4571,0.725,-0.59
4572,0.755,-0.57
4573,0.785,-0.555
4574,0.78,-0.52
4575,0.805,-0.54
4576,0.855,-0.56
4577,0.86,-0.6
4578,0.87,-0.55
4579,0.89,-0.555
4580,0.895,-0.565
4581,0.905,-0.56
4582,0.925,-0.545
4583,0.915,-0.56
4584,0.925,-0.56
4585,0.96,-0.56
4586,0.97,-0.565
4587,1.005,-0.555
4588,1.03,-0.575
4589,1.05,-0.57
4590,1.055,-0.575
4591,1.085,-0.58
4592,1.105,-0.61
4593,1.135,-0.615
4594,1.165,-0.64
4595,1.21,-0.675
4596,1.23,-0.7
4597,1.215,-0.705
4598,1.26,-0.7
4599,1.295,-0.715
4600,1.355,-0.735
4601,1.35,-0.74
4602,1.395,-0.725
4603,1.4,-0.715
4604,1.43,-0.72
4605,1.42,-0.715
4606,1.4,-0.66
4607,1.38,-0.64
4608,1.365,-0.59
4609,1.305,-0.565
4610,1.3,-0.5
4611,1.24,-0.455
4612,1.205,-0.445
4613,1.155,-0.43
4614,1.095,-0.395
4615,1.035,-0.37
4616,0.99,-0.34
4617,0.955,-0.325
4618,0.88,-0.32
4619,0.815,-0.3
4620,0.775,-0.295
4621,0.75,-0.31
4622,0.695,-0.34
4623,0.675,-0.355
4624,0.64,-0.375
4625,0.64,-0.395
4626,0.625,-0.355
4627,0.57,-0.36
4628,0.515,-0.39
4629,0.51,-0.395
4630,0.525,-0.38
4631,0.535,-0.36
4632,0.515,-0.37
4633,0.51,-0.38
4634,0.525,-0.39
4635,0.55,-0.39
4636,0.545,-0.42
4637,0.525,-0.415
4638,0.525,-0.41
4639,0.55,-0.39
4640,0.535,-0.41
4641,0.54,-0.415
4642,0.555,-0.41
4643,0.555,-0.405
4644,0.6,-0.42
4645,0.575,-0.42
4646,0.57,-0.38
4647,0.57,-0.42
4648,0.52,-0.42
4649,0.55,-0.41
4650,0.56,-0.39
4651,0.54,-0.405
4652,0.535,-0.435
4653,0.555,-0.475
4654,0.56,-0.475
4655,0.555,-0.43
4656,0.55,-0.45
4657,0.55,-0.45
4658,0.54,-0.42
4659,0.555,-0.4
4660,0.57,-0.425
4661,0.55,-0.405
4662,0.56,-0.42
4663,0.57,-0.395
4664,0.54,-0.37
4665,0.555,-0.355
4666,0.555,-0.4
4667,0.555,-0.42
4668,0.515,-0.395
4669,0.54,-0.37
4670,0.54,-0.37
4671,0.53,-0.355
4672,0.555,-0.365
4673,0.56,-0.35
4674,0.54,-0.365
4675,0.545,-0.39
4676,0.555,-0.38
4677,0.55,-0.395
4678,0.545,-0.37
4679,0.52,-0.375
4680,0.53,-0.385
4681,0.51,-0.38
4682,0.525,-0.35
4683,0.53,-0.35
4684,0.53,-0.355
4685,0.535,-0.335
4686,0.505,-0.355
4687,0.52,-0.34
4688,0.51,-0.32
4689,0.49,-0.27
4690,0.48,-0.235
4691,0.49,-0.2
4692,0.505,-0.2
4693,0.57,-0.185
4694,0.605,-0.165
4695,0.64,-0.125
4696,0.635,-0.1
4697,0.685,-0.1
4698,0.68,-0.135
4699,0.68,-0.185
4700,0.69,-0.2
4701,0.67,-0.175
4702,0.605,-0.19
4703,0.555,-0.22
4704,0.535,-0.26
4705,0.545,-0.27
4706,0.5,-0.305
4707,0.455,-0.36
4708,0.445,-0.385
4709,0.415,-0.39
4710,0.445,-0.385
4711,0.435,-0.36
4712,0.42,-0.37
4713,0.435,-0.415
4714,0.42,-0.425
4715,0.43,-0.375
4716,0.435,-0.36
4717,0.42,-0.4
4718,0.455,-0.375
4719,0.425,-0.36
4720,0.415,-0.37
4721,0.435,-0.375
4722,0.43,-0.375
4723,0.44,-0.34
4724,0.43,-0.335
4725,0.435,-0.375
4726,0.455,-0.375
4727,0.445,-0.37
4728,0.445,-0.385
4729,0.43,-0.345
4730,0.435,-0.335
4731,0.435,-0.3
4732,0.44,-0.265
4733,0.44,-0.15
4734,0.455,-0.015
4735,0.49,0.235
4736,0.555,0.53
4737,0.625,0.805
4738,0.485,0.965
4739,0.105,1.155
4740,-0.535,1.415
4741,-1.29,1.61
4742,-1.94,1.685
4743,-2.36,1.66
4744,-2.48,1.595
4745,-2.37,1.475
4746,-2.235,1.34
4747,-2.025,1.245
4748,-1.905,1.16
4749,-1.805,1.045
4750,-1.6,0.995
4751,-1.46,1.105
4752,-1.36,1.245
4753,-1.225,1.305
4754,-1.085,1.02
4755,-0.945,0.46
4756,-0.825,-0.11
4757,-0.7,-0.445
4758,-0.555,-0.555
4759,-0.4,-0.565
4760,-0.235,-0.57
4761,-0.045,-0.565
4762,0.15,-0.53
4763,0.36,-0.505
4764,0.575,-0.475
4765,0.74,-0.45
4766,0.84,-0.465
4767,0.885,-0.46
4768,0.96,-0.49
4769,0.98,-0.525
4770,1.015,-0.465
4771,1.03,-0.425
4772,1.05,-0.42
4773,1.07,-0.42
4774,1.08,-0.44
4775,1.075,-0.43
4776,1.075,-0.425
4777,1.095,-0.435
4778,1.11,-0.44
4779,1.115,-0.42
4780,1.105,-0.42
4781,1.155,-0.44
4782,1.145,-0.44
4783,1.18,-0.46
4784,1.185,-0.445
4785,1.205,-0.435
4786,1.245,-0.45
4787,1.28,-0.475
4788,1.31,-0.485
4789,1.32,-0.5
4790,1.385,-0.52
4791,1.37,-0.525
4792,1.405,-0.535
4793,1.455,-0.55
4794,1.475,-0.545
4795,1.5,-0.585
4796,1.53,-0.62
4797,1.565,-0.605
4798,1.585,-0.6
4799,1.59,-0.59
4800,1.6,-0.59
4801,1.585,-0.585
4802,1.61,-0.55
4803,1.595,-0.535
4804,1.565,-0.52
4805,1.545,-0.455
4806,1.56,-0.4
4807,1.54,-0.37
4808,1.495,-0.32
4809,1.48,-0.295
4810,1.435,-0.24
4811,1.375,-0.24
4812,1.305,-0.23
4813,1.265,-0.215
4814,1.22,-0.195
4815,1.15,-0.205
4816,1.12,-0.215
4817,1.085,-0.2
4818,1.035,-0.215
4819,1.015,-0.24
4820,0.99,-0.25
4821,0.94,-0.255
4822,0.93,-0.255
4823,0.885,-0.255
4824,0.895,-0.265
4825,0.935,-0.245
4826,0.98,-0.255
4827,0.985,-0.27
4828,0.98,-0.28
4829,0.97,-0.295
4830,0.97,-0.295
4831,0.96,-0.3
4832,0.945,-0.315
4833,0.965,-0.3
4834,0.97,-0.31
4835,0.975,-0.33
4836,0.97,-0.31
4837,0.965,-0.3
4838,0.99,-0.31
4839,1.02,-0.315
4840,0.995,-0.305
4841,0.93,-0.31
4842,0.895,-0.34
4843,0.915,-0.37
4844,0.92,-0.355
4845,0.92,-0.335
4846,0.94,-0.34
4847,0.945,-0.34
4848,0.915,-0.345
4849,0.915,-0.335
4850,0.91,-0.335
4851,0.905,-0.33
4852,0.9,-0.335
4853,0.905,-0.345
4854,0.89,-0.37
4855,0.885,-0.35
4856,0.875,-0.34
4857,0.87,-0.335
4858,0.87,-0.335
4859,0.84,-0.32
4860,0.84,-0.325
4861,0.83,-0.35
4862,0.83,-0.37
4863,0.815,-0.35
4864,0.81,-0.305
4865,0.79,-0.295
4866,0.78,-0.315
4867,0.815,-0.32
4868,0.785,-0.3
4869,0.78,-0.28
4870,0.82,-0.325
4871,0.84,-0.325
4872,0.84,-0.325
4873,0.86,-0.29
4874,0.85,-0.295
4875,0.845,-0.305
4876,0.855,-0.305
4877,0.835,-0.29
4878,0.835,-0.29
4879,0.81,-0.315
4880,0.785,-0.3
4881,0.79,-0.285
4882,0.79,-0.3
4883,0.78,-0.315
4884,0.765,-0.29
4885,0.745,-0.265
4886,0.735,-0.22
4887,0.735,-0.19
4888,0.745,-0.16
4889,0.76,-0.145
4890,0.755,-0.125
4891,0.76,-0.09
4892,0.755,-0.075
4893,0.775,-0.04
4894,0.825,-0.055
4895,0.83,-0.095
4896,0.85,-0.105
4897,0.885,-0.135
4898,0.84,-0.12
4899,0.81,-0.13
4900,0.745,-0.15
4901,0.715,-0.185
4902,0.7,-0.16
4903,0.655,-0.185
4904,0.63,-0.205
4905,0.58,-0.25
4906,0.575,-0.31
4907,0.57,-0.335
4908,0.54,-0.315
4909,0.54,-0.285
4910,0.525,-0.3
4911,0.53,-0.315
4912,0.52,-0.32
4913,0.52,-0.3
4914,0.51,-0.31
4915,0.495,-0.32
4916,0.505,-0.32
4917,0.495,-0.295
4918,0.495,-0.29
4919,0.5,-0.3
4920,0.52,-0.295
4921,0.505,-0.275
4922,0.515,-0.295
4923,0.515,-0.3
4924,0.485,-0.285
4925,0.475,-0.285
4926,0.49,-0.275
4927,0.505,-0.29
4928,0.515,-0.315
4929,0.515,-0.28
4930,0.53,-0.205
4931,0.53,-0.2
4932,0.51,-0.09
4933,0.49,0.055
4934,0.555,0.245
4935,0.625,0.53
4936,0.695,0.795
4937,0.625,0.985
4938,0.355,1.135
4939,-0.05,1.345
4940,-0.705,1.58
4941,-1.43,1.76
4942,-2.045,1.79
4943,-2.415,1.735
4944,-2.485,1.63
4945,-2.405,1.485
4946,-2.25,1.34
4947,-2.08,1.21
4948,-1.98,1.1
4949,-1.85,1.07
4950,-1.655,1.185
4951,-1.525,1.395
4952,-1.41,1.545
4953,-1.26,1.445
4954,-1.075,1.03
4955,-0.91,0.395
4956,-0.78,-0.085
4957,-0.63,-0.35
4958,-0.465,-0.475
4959,-0.285,-0.505
4960,-0.1,-0.505
4961,0.09,-0.555
4962,0.3,-0.525
4963,0.49,-0.485
4964,0.675,-0.455
4965,0.855,-0.465
4966,0.945,-0.475
4967,1.025,-0.445
4968,1.055,-0.44
4969,1.105,-0.45
4970,1.09,-0.455
4971,1.15,-0.455
4972,1.165,-0.45
4973,1.175,-0.455
4974,1.165,-0.44
4975,1.165,-0.445
4976,1.195,-0.42
4977,1.2,-0.425
4978,1.19,-0.425
4979,1.22,-0.395
4980,1.215,-0.405
4981,1.235,-0.41
4982,1.245,-0.42
4983,1.275,-0.425
4984,1.26,-0.44
4985,1.275,-0.43
4986,1.275,-0.455
4987,1.31,-0.46
4988,1.33,-0.48
4989,1.33,-0.49
4990,1.335,-0.48
4991,1.355,-0.515
4992,1.375,-0.515
4993,1.41,-0.525
4994,1.445,-0.55
4995,1.465,-0.58
4996,1.5,-0.61
4997,1.55,-0.635
4998,1.58,-0.625
4999,1.58,-0.64
5000,1.57,-0.61
5001,1.565,-0.6
5002,1.565,-0.59
5003,1.56,-0.605
5004,1.56,-0.595
5005,1.565,-0.58
5006,1.53,-0.54
5007,1.505,-0.495
5008,1.485,-0.445
5009,1.445,-0.405
5010,1.39,-0.375
5011,1.345,-0.315
5012,1.305,-0.275
5013,1.26,-0.24
5014,1.18,-0.235
5015,1.125,-0.22
5016,1.06,-0.195
5017,1,-0.17
5018,0.95,-0.19
5019,0.9,-0.185
5020,0.8,-0.195
5021,0.735,-0.205
5022,0.68,-0.205
5023,0.625,-0.215
5024,0.57,-0.21
5025,0.535,-0.23
5026,0.485,-0.245
5027,0.47,-0.255
5028,0.43,-0.275
5029,0.41,-0.24
5030,0.38,-0.25
5031,0.37,-0.27
5032,0.345,-0.265
5033,0.315,-0.275
5034,0.305,-0.285
5035,0.295,-0.27
5036,0.265,-0.24
5037,0.225,-0.27
5038,0.2,-0.31
5039,0.19,-0.315
5040,0.21,-0.31
5041,0.185,-0.295
5042,0.185,-0.295
5043,0.195,-0.32
5044,0.175,-0.355
5045,0.175,-0.36
5046,0.19,-0.335
5047,0.16,-0.32
5048,0.12,-0.33
5049,0.12,-0.335
5050,0.14,-0.33
5051,0.13,-0.335
5052,0.125,-0.345
5053,0.115,-0.335
5054,0.115,-0.34
5055,0.095,-0.385
5056,0.095,-0.375
5057,0.065,-0.345
5058,0.08,-0.36
5059,0.06,-0.345
5060,0.04,-0.34
5061,0.045,-0.36
5062,0.025,-0.355
5063,0,-0.34
5064,0,-0.32
5065,-0.015,-0.31
5066,-0.02,-0.315
5067,-0.04,-0.365
5068,-0.04,-0.355
5069,-0.05,-0.345
5070,-0.06,-0.34
5071,-0.1,-0.345
5072,-0.105,-0.345
5073,-0.1,-0.345
5074,-0.12,-0.33
5075,-0.095,-0.32
5076,-0.09,-0.34
5077,-0.125,-0.34
5078,-0.12,-0.3
5079,-0.155,-0.34
5080,-0.14,-0.32
5081,-0.13,-0.325
5082,-0.135,-0.315
5083,-0.115,-0.33
5084,-0.11,-0.33
5085,-0.095,-0.325
5086,-0.1,-0.315
5087,-0.115,-0.31
5088,-0.14,-0.29
5089,-0.1,-0.275
5090,-0.1,-0.27
5091,-0.09,-0.255
5092,-0.08,-0.26
5093,-0.115,-0.215
5094,-0.155,-0.23
5095,-0.13,-0.185
5096,-0.105,-0.135
5097,-0.085,-0.08
5098,-0.02,-0.065
5099,0.05,-0.095
5100,0.085,-0.1
5101,0.02,-0.075
5102,0.025,-0.085
5103,0.055,-0.105
5104,0.045,-0.16
5105,0.02,-0.18
5106,0,-0.215
5107,-0.035,-0.215
5108,-0.055,-0.245
5109,-0.095,-0.245
5110,-0.115,-0.24
5111,-0.16,-0.28
5112,-0.165,-0.32
5113,-0.185,-0.32
5114,-0.175,-0.345
5115,-0.195,-0.34
5116,-0.205,-0.36
5117,-0.22,-0.35
5118,-0.25,-0.35
5119,-0.235,-0.335
5120,-0.235,-0.355
5121,-0.24,-0.35
5122,-0.23,-0.32
5123,-0.22,-0.345
5124,-0.235,-0.325
5125,-0.22,-0.32
5126,-0.23,-0.325
5127,-0.195,-0.32
5128,-0.22,-0.335
5129,-0.205,-0.35
5130,-0.165,-0.32
5131,-0.16,-0.3
5132,-0.17,-0.31
5133,-0.17,-0.345
5134,-0.18,-0.335
5135,-0.18,-0.315
5136,-0.19,-0.305
5137,-0.205,-0.235
5138,-0.17,-0.15
5139,-0.135,-0.025
5140,-0.14,0.16
5141,-0.125,0.465
5142,0.01,0.815
5143,-0.005,1.1
5144,-0.19,1.275
5145,-0.51,1.46
5146,-1.005,1.72
5147,-1.72,1.935
5148,-2.3,2.025
5149,-2.69,2
5150,-2.83,1.925
5151,-2.835,1.82
5152,-2.72,1.645
5153,-2.57,1.515
5154,-2.485,1.43
5155,-2.395,1.385
5156,-2.295,1.455
5157,-2.295,1.67
5158,-2.375,1.98
5159,-2.335,2.205
5160,-2.28,2.03
5161,-2.18,1.52
5162,-2.04,0.885
5163,-1.935,0.365
5164,-1.815,0
5165,-1.68,-0.26
5166,-1.52,-0.4
5167,-1.365,-0.515
5168,-1.175,-0.545
5169,-1.01,-0.535
5170,-0.86,-0.52
5171,-0.71,-0.525
5172,-0.6,-0.55
5173,-0.57,-0.555
5174,-0.64,-0.535
5175,-0.785,-0.555
5176,-0.84,-0.53
5177,-0.855,-0.54
5178,-0.83,-0.55
5179,-0.85,-0.535
5180,-0.865,-0.51
5181,-0.875,-0.51
5182,-0.88,-0.515
5183,-0.865,-0.515
5184,-0.865,-0.505
5185,-0.835,-0.52
5186,-0.855,-0.51
5187,-0.835,-0.495
5188,-0.83,-0.48
5189,-0.865,-0.49
5190,-0.83,-0.505
5191,-0.8,-0.505
5192,-0.79,-0.51
5193,-0.775,-0.51
5194,-0.7,-0.52
5195,-0.705,-0.505
5196,-0.69,-0.515
5197,-0.675,-0.54
5198,-0.64,-0.545
5199,-0.635,-0.545
5200,-0.6,-0.575
5201,-0.565,-0.585
5202,-0.52,-0.6
5203,-0.465,-0.655
5204,-0.455,-0.635
5205,-0.43,-0.635
5206,-0.39,-0.64
5207,-0.405,-0.665
5208,-0.41,-0.665
5209,-0.385,-0.645
5210,-0.37,-0.625
5211,-0.37,-0.61
5212,-0.4,-0.57
5213,-0.42,-0.5
5214,-0.42,-0.475
5215,-0.45,-0.45
5216,-0.465,-0.4
5217,-0.505,-0.32
5218,-0.535,-0.31
5219,-0.575,-0.285
5220,-0.62,-0.25
5221,-0.675,-0.225
5222,-0.69,-0.215
5223,-0.68,-0.2
5224,-0.65,-0.195
5225,-0.59,-0.18
5226,-0.57,-0.19
5227,-0.56,-0.205
5228,-0.4,-0.205
5229,-0.06,-0.215
5230,0.15,-0.215
5231,0.205,-0.235
5232,0.225,-0.215
5233,0.2,-0.215
5234,0.195,-0.22
5235,0.195,-0.21
5236,0.195,-0.23
5237,0.185,-0.235
5238,0.19,-0.215
5239,0.18,-0.24
5240,0.15,-0.245
5241,0.185,-0.24
