'sample interval','ECG1','ECG2'
182434,0.195,-0.495
182435,0.165,-0.480
182436,0.185,-0.465
182437,0.185,-0.480
182438,0.180,-0.480
182439,0.180,-0.470
182440,0.190,-0.470
182441,0.190,-0.485
182442,0.200,-0.480
182443,0.175,-0.485
182444,0.200,-0.465
182445,0.180,-0.460
182446,0.175,-0.470
182447,0.170,-0.505
182448,0.190,-0.475
182449,0.175,-0.450
182450,0.175,-0.465
182451,0.175,-0.465
182452,0.165,-0.435
182453,0.190,-0.385
182454,0.200,-0.350
182455,0.185,-0.355
182456,0.210,-0.310
182457,0.260,-0.285
182458,0.295,-0.265
182459,0.290,-0.275
182460,0.350,-0.255
182461,0.375,-0.220
182462,0.355,-0.260
182463,0.380,-0.290
182464,0.350,-0.320
182465,0.310,-0.300
182466,0.290,-0.325
182467,0.255,-0.360
182468,0.215,-0.400
182469,0.240,-0.395
182470,0.215,-0.390
182471,0.185,-0.440
182472,0.170,-0.485
182473,0.160,-0.520
182474,0.170,-0.515
182475,0.175,-0.525
182476,0.155,-0.520
182477,0.165,-0.520
182478,0.170,-0.510
182479,0.150,-0.525
182480,0.155,-0.555
182481,0.145,-0.530
182482,0.135,-0.540
182483,0.150,-0.525
182484,0.155,-0.535
182485,0.155,-0.520
182486,0.140,-0.505
182487,0.130,-0.535
182488,0.145,-0.530
182489,0.125,-0.540
182490,0.135,-0.505
182491,0.140,-0.500
182492,0.140,-0.520
182493,0.150,-0.525
182494,0.155,-0.500
182495,0.140,-0.500
182496,0.130,-0.475
182497,0.150,-0.440
182498,0.170,-0.330
182499,0.155,-0.210
182500,0.185,-0.025
182501,0.230,0.275
182502,0.340,0.575
182503,0.285,0.810
182504,0.000,0.945
182505,-0.435,1.130
182506,-1.115,1.330
182507,-1.870,1.525
182508,-2.450,1.510
182509,-2.715,1.445
182510,-2.760,1.355
182511,-2.655,1.205
182512,-2.535,1.020
182513,-2.400,0.860
182514,-2.290,0.700
182515,-2.150,0.550
182516,-1.970,0.520
182517,-1.865,0.640
182518,-1.740,0.880
182519,-1.600,1.060
182520,-1.460,0.895
182521,-1.305,0.440
182522,-1.170,-0.100
182523,-1.045,-0.545
182524,-0.875,-0.750
182525,-0.735,-0.805
182526,-0.575,-0.770
182527,-0.390,-0.715
182528,-0.220,-0.670
182529,-0.030,-0.655
182530,0.165,-0.605
182531,0.360,-0.575
182532,0.490,-0.580
182533,0.570,-0.590
182534,0.615,-0.570
182535,0.685,-0.540
182536,0.700,-0.530
182537,0.710,-0.520
182538,0.730,-0.530
182539,0.760,-0.520
182540,0.780,-0.510
182541,0.785,-0.490
182542,0.810,-0.485
182543,0.835,-0.470
182544,0.815,-0.495
182545,0.825,-0.475
182546,0.855,-0.470
182547,0.840,-0.465
182548,0.850,-0.450
182549,0.865,-0.470
182550,0.890,-0.470
182551,0.925,-0.470
182552,0.955,-0.485
182553,0.975,-0.485
182554,1.015,-0.505
182555,1.035,-0.500
182556,1.015,-0.510
182557,1.045,-0.530
182558,1.075,-0.515
182559,1.115,-0.540
182560,1.130,-0.570
182561,1.160,-0.570
182562,1.190,-0.590
182563,1.195,-0.605
182564,1.215,-0.620
182565,1.245,-0.635
182566,1.255,-0.635
182567,1.260,-0.635
182568,1.275,-0.625
182569,1.265,-0.635
182570,1.265,-0.610
182571,1.255,-0.560
182572,1.230,-0.530
182573,1.195,-0.535
182574,1.175,-0.485
182575,1.125,-0.465
182576,1.105,-0.410
182577,1.050,-0.380
182578,0.980,-0.365
182579,0.955,-0.320
182580,0.880,-0.310
182581,0.815,-0.300
182582,0.765,-0.300
182583,0.715,-0.290
182584,0.650,-0.300
182585,0.590,-0.300
182586,0.555,-0.320
182587,0.540,-0.320
182588,0.480,-0.320
182589,0.425,-0.350
182590,0.385,-0.360
182591,0.380,-0.365
182592,0.345,-0.395
182593,0.330,-0.390
182594,0.300,-0.375
182595,0.275,-0.385
182596,0.285,-0.405
182597,0.255,-0.415
182598,0.270,-0.440
182599,0.270,-0.415
182600,0.280,-0.420
182601,0.300,-0.425
182602,0.270,-0.440
182603,0.275,-0.420
182604,0.275,-0.445
182605,0.275,-0.465
182606,0.275,-0.480
182607,0.270,-0.455
182608,0.255,-0.460
182609,0.270,-0.455
182610,0.285,-0.455
182611,0.275,-0.450
182612,0.270,-0.450
182613,0.260,-0.470
182614,0.265,-0.470
182615,0.265,-0.460
182616,0.260,-0.470
182617,0.260,-0.480
182618,0.275,-0.475
182619,0.280,-0.460
182620,0.260,-0.475
182621,0.275,-0.460
182622,0.295,-0.480
182623,0.255,-0.470
182624,0.260,-0.485
182625,0.260,-0.510
182626,0.255,-0.485
182627,0.260,-0.480
182628,0.250,-0.470
182629,0.255,-0.470
182630,0.245,-0.470
182631,0.235,-0.460
182632,0.250,-0.495
182633,0.220,-0.470
182634,0.250,-0.490
182635,0.225,-0.465
182636,0.235,-0.460
182637,0.220,-0.475
182638,0.230,-0.455
182639,0.220,-0.455
182640,0.225,-0.460
182641,0.225,-0.470
182642,0.225,-0.450
182643,0.200,-0.455
182644,0.215,-0.425
182645,0.235,-0.430
182646,0.215,-0.430
182647,0.190,-0.430
182648,0.220,-0.445
182649,0.195,-0.440
182650,0.190,-0.450
182651,0.215,-0.435
182652,0.210,-0.410
182653,0.200,-0.450
182654,0.210,-0.445
182655,0.210,-0.425
182656,0.205,-0.430
182657,0.225,-0.445
182658,0.220,-0.450
182659,0.195,-0.420
182660,0.185,-0.410
182661,0.205,-0.405
182662,0.185,-0.415
182663,0.205,-0.360
182664,0.205,-0.350
182665,0.200,-0.315
182666,0.240,-0.275
182667,0.245,-0.240
182668,0.280,-0.220
182669,0.305,-0.215
182670,0.310,-0.200
182671,0.345,-0.205
182672,0.355,-0.260
182673,0.360,-0.295
182674,0.325,-0.305
182675,0.300,-0.300
182676,0.230,-0.325
182677,0.200,-0.370
182678,0.215,-0.360
182679,0.190,-0.350
182680,0.150,-0.380
182681,0.115,-0.410
182682,0.095,-0.460
182683,0.100,-0.460
182684,0.115,-0.475
182685,0.135,-0.495
182686,0.115,-0.490
182687,0.110,-0.500
182688,0.115,-0.475
182689,0.120,-0.485
182690,0.115,-0.490
182691,0.090,-0.495
182692,0.085,-0.490
182693,0.090,-0.490
182694,0.095,-0.485
182695,0.090,-0.475
182696,0.095,-0.470
182697,0.095,-0.490
182698,0.095,-0.470
182699,0.095,-0.460
182700,0.080,-0.470
182701,0.095,-0.470
182702,0.095,-0.460
182703,0.105,-0.480
182704,0.095,-0.470
182705,0.105,-0.440
182706,0.115,-0.380
182707,0.110,-0.265
182708,0.110,-0.115
182709,0.145,0.155
182710,0.260,0.505
182711,0.310,0.880
182712,0.170,1.130
182713,-0.150,1.320
182714,-0.640,1.500
182715,-1.370,1.725
182716,-2.085,1.900
182717,-2.540,1.880
182718,-2.765,1.805
182719,-2.735,1.640
182720,-2.620,1.390
182721,-2.440,1.180
182722,-2.285,1.025
182723,-2.175,0.855
182724,-2.015,0.825
182725,-1.845,0.935
182726,-1.715,1.180
182727,-1.600,1.455
182728,-1.485,1.390
182729,-1.325,1.010
182730,-1.175,0.460
182731,-1.035,-0.060
182732,-0.910,-0.415
182733,-0.745,-0.605
182734,-0.560,-0.670
182735,-0.400,-0.735
182736,-0.245,-0.745
182737,-0.040,-0.690
182738,0.115,-0.665
182739,0.285,-0.625
182740,0.420,-0.620
182741,0.480,-0.635
182742,0.540,-0.625
182743,0.585,-0.615
182744,0.625,-0.610
182745,0.640,-0.605
182746,0.665,-0.575
182747,0.670,-0.570
182748,0.660,-0.565
182749,0.670,-0.550
182750,0.680,-0.555
182751,0.675,-0.545
182752,0.685,-0.545
182753,0.710,-0.520
182754,0.705,-0.495
182755,0.745,-0.500
182756,0.740,-0.505
182757,0.770,-0.495
182758,0.785,-0.500
182759,0.800,-0.480
182760,0.800,-0.480
182761,0.835,-0.505
182762,0.855,-0.490
182763,0.885,-0.505
182764,0.905,-0.545
182765,0.910,-0.540
182766,0.940,-0.535
182767,0.985,-0.535
182768,0.985,-0.580
182769,1.020,-0.615
182770,1.045,-0.620
182771,1.070,-0.615
182772,1.085,-0.620
182773,1.105,-0.625
182774,1.125,-0.630
182775,1.155,-0.630
182776,1.135,-0.605
182777,1.120,-0.600
182778,1.105,-0.550
182779,1.080,-0.525
182780,1.065,-0.510
182781,1.030,-0.475
182782,0.990,-0.420
182783,0.950,-0.390
182784,0.900,-0.375
182785,0.870,-0.365
182786,0.815,-0.325
182787,0.775,-0.305
182788,0.715,-0.290
182789,0.680,-0.265
182790,0.615,-0.275
182791,0.550,-0.300
182792,0.530,-0.305
182793,0.470,-0.315
182794,0.435,-0.325
182795,0.395,-0.330
182796,0.350,-0.315
182797,0.300,-0.315
182798,0.310,-0.355
182799,0.270,-0.350
182800,0.255,-0.365
182801,0.240,-0.360
182802,0.250,-0.350
182803,0.250,-0.360
182804,0.210,-0.375
182805,0.215,-0.380
182806,0.195,-0.390
182807,0.190,-0.410
182808,0.200,-0.390
182809,0.205,-0.400
182810,0.230,-0.385
182811,0.200,-0.405
182812,0.215,-0.405
182813,0.220,-0.400
182814,0.235,-0.400
182815,0.200,-0.415
182816,0.200,-0.415
182817,0.220,-0.415
182818,0.230,-0.410
182819,0.215,-0.430
182820,0.225,-0.465
182821,0.225,-0.440
182822,0.225,-0.385
182823,0.225,-0.425
182824,0.230,-0.425
182825,0.205,-0.455
182826,0.210,-0.460
182827,0.240,-0.460
182828,0.190,-0.470
182829,0.185,-0.460
182830,0.195,-0.470
182831,0.215,-0.450
182832,0.195,-0.460
182833,0.190,-0.465
182834,0.185,-0.465
182835,0.175,-0.455
182836,0.175,-0.445
182837,0.150,-0.440
182838,0.160,-0.450
182839,0.175,-0.480
182840,0.150,-0.475
182841,0.165,-0.455
182842,0.150,-0.455
182843,0.150,-0.450
182844,0.150,-0.450
182845,0.150,-0.445
182846,0.155,-0.440
182847,0.150,-0.455
182848,0.155,-0.460
182849,0.160,-0.420
182850,0.175,-0.415
182851,0.145,-0.420
182852,0.145,-0.410
182853,0.140,-0.440
182854,0.150,-0.420
182855,0.145,-0.415
182856,0.120,-0.435
182857,0.145,-0.430
182858,0.135,-0.400
182859,0.130,-0.400
182860,0.115,-0.395
182861,0.125,-0.400
182862,0.135,-0.410
182863,0.130,-0.420
182864,0.140,-0.400
182865,0.140,-0.405
182866,0.145,-0.415
182867,0.140,-0.385
182868,0.120,-0.340
182869,0.130,-0.320
182870,0.155,-0.270
182871,0.175,-0.255
182872,0.220,-0.240
182873,0.230,-0.195
182874,0.250,-0.190
182875,0.285,-0.185
182876,0.295,-0.185
182877,0.295,-0.195
182878,0.320,-0.240
182879,0.290,-0.270
182880,0.240,-0.255
182881,0.220,-0.290
182882,0.190,-0.315
182883,0.185,-0.350
182884,0.160,-0.355
182885,0.135,-0.370
182886,0.125,-0.390
182887,0.100,-0.435
182888,0.095,-0.415
182889,0.095,-0.460
182890,0.100,-0.470
182891,0.110,-0.460
182892,0.095,-0.455
182893,0.060,-0.440
182894,0.110,-0.450
182895,0.080,-0.450
182896,0.090,-0.435
182897,0.085,-0.440
182898,0.085,-0.445
182899,0.080,-0.450
182900,0.095,-0.455
182901,0.100,-0.445
182902,0.090,-0.425
182903,0.100,-0.430
182904,0.095,-0.440
182905,0.105,-0.455
182906,0.090,-0.450
182907,0.085,-0.435
182908,0.110,-0.415
182909,0.105,-0.395
182910,0.110,-0.365
182911,0.105,-0.275
182912,0.100,-0.110
182913,0.130,0.125
182914,0.180,0.505
182915,0.285,0.960
182916,0.185,1.320
182917,-0.090,1.535
182918,-0.545,1.740
182919,-1.235,2.025
182920,-1.950,2.200
182921,-2.475,2.210
182922,-2.735,2.115
182923,-2.755,1.990
182924,-2.630,1.780
182925,-2.430,1.550
182926,-2.220,1.385
182927,-2.115,1.230
182928,-1.990,1.110
182929,-1.810,1.155
182930,-1.700,1.385
182931,-1.600,1.700
182932,-1.485,1.840
182933,-1.320,1.570
182934,-1.185,1.000
182935,-1.050,0.385
182936,-0.950,-0.135
182937,-0.810,-0.505
182938,-0.605,-0.640
182939,-0.470,-0.705
182940,-0.315,-0.735
182941,-0.130,-0.700
182942,0.045,-0.675
182943,0.185,-0.650
182944,0.340,-0.665
182945,0.440,-0.670
182946,0.485,-0.660
182947,0.520,-0.650
182948,0.540,-0.660
182949,0.575,-0.625
182950,0.585,-0.615
182951,0.615,-0.585
182952,0.615,-0.600
182953,0.630,-0.610
182954,0.645,-0.590
182955,0.655,-0.600
182956,0.675,-0.575
182957,0.665,-0.580
182958,0.695,-0.570
182959,0.715,-0.540
182960,0.700,-0.530
182961,0.730,-0.550
182962,0.765,-0.545
182963,0.755,-0.565
182964,0.785,-0.555
182965,0.795,-0.560
182966,0.835,-0.575
182967,0.840,-0.570
182968,0.855,-0.605
182969,0.890,-0.600
182970,0.925,-0.625
182971,0.945,-0.650
182972,0.975,-0.665
182973,0.995,-0.685
182974,1.030,-0.695
182975,1.045,-0.695
182976,1.050,-0.710
182977,1.070,-0.725
182978,1.095,-0.715
182979,1.095,-0.725
182980,1.120,-0.710
182981,1.100,-0.705
182982,1.105,-0.665
182983,1.070,-0.630
182984,1.065,-0.610
182985,1.030,-0.575
182986,0.985,-0.510
182987,0.945,-0.470
182988,0.910,-0.460
182989,0.855,-0.400
182990,0.825,-0.365
182991,0.775,-0.360
182992,0.710,-0.340
182993,0.655,-0.310
182994,0.615,-0.310
182995,0.555,-0.310
182996,0.505,-0.335
182997,0.445,-0.325
182998,0.400,-0.325
182999,0.365,-0.355
183000,0.310,-0.370
183001,0.320,-0.350
183002,0.260,-0.355
183003,0.260,-0.365
183004,0.240,-0.385
183005,0.215,-0.375
183006,0.215,-0.390
183007,0.175,-0.380
183008,0.185,-0.405
183009,0.200,-0.385
183010,0.180,-0.405
183011,0.195,-0.405
183012,0.180,-0.405
183013,0.185,-0.410
183014,0.145,-0.405
183015,0.180,-0.415
183016,0.180,-0.420
183017,0.175,-0.420
183018,0.180,-0.425
183019,0.170,-0.425
183020,0.170,-0.450
183021,0.195,-0.435
183022,0.190,-0.425
183023,0.195,-0.455
183024,0.185,-0.465
183025,0.185,-0.455
183026,0.195,-0.455
183027,0.190,-0.460
183028,0.160,-0.460
183029,0.185,-0.450
183030,0.195,-0.450
183031,0.215,-0.460
183032,0.190,-0.480
183033,0.190,-0.460
183034,0.205,-0.450
183035,0.215,-0.480
183036,0.220,-0.480
183037,0.175,-0.480
183038,0.195,-0.470
183039,0.200,-0.465
183040,0.195,-0.450
183041,0.180,-0.460
183042,0.190,-0.460
183043,0.200,-0.470
183044,0.190,-0.450
183045,0.170,-0.445
183046,0.170,-0.430
183047,0.170,-0.460
183048,0.185,-0.455
183049,0.180,-0.440
183050,0.195,-0.450
183051,0.175,-0.435
183052,0.185,-0.420
183053,0.195,-0.415
183054,0.185,-0.405
183055,0.170,-0.420
183056,0.180,-0.420
183057,0.170,-0.410
183058,0.205,-0.420
183059,0.190,-0.430
183060,0.170,-0.425
183061,0.170,-0.405
183062,0.170,-0.405
183063,0.190,-0.405
183064,0.185,-0.385
183065,0.170,-0.395
183066,0.160,-0.390
183067,0.165,-0.390
183068,0.195,-0.365
183069,0.195,-0.355
183070,0.160,-0.335
183071,0.165,-0.295
183072,0.170,-0.285
183073,0.190,-0.260
183074,0.230,-0.225
183075,0.280,-0.210
183076,0.280,-0.195
183077,0.325,-0.175
183078,0.325,-0.160
183079,0.370,-0.170
183080,0.360,-0.200
183081,0.320,-0.240
183082,0.330,-0.240
183083,0.300,-0.240
183084,0.270,-0.270
183085,0.220,-0.270
183086,0.225,-0.290
183087,0.205,-0.290
183088,0.185,-0.330
183089,0.155,-0.365
183090,0.145,-0.415
183091,0.165,-0.450
183092,0.165,-0.450
183093,0.140,-0.430
183094,0.135,-0.435
183095,0.150,-0.425
183096,0.135,-0.440
183097,0.150,-0.450
183098,0.150,-0.425
183099,0.120,-0.440
183100,0.120,-0.435
183101,0.155,-0.435
183102,0.135,-0.435
183103,0.145,-0.425
183104,0.145,-0.450
183105,0.135,-0.425
183106,0.130,-0.430
183107,0.130,-0.440
183108,0.140,-0.440
183109,0.115,-0.420
183110,0.145,-0.420
183111,0.135,-0.410
183112,0.145,-0.395
183113,0.135,-0.395
183114,0.125,-0.345
183115,0.150,-0.250
183116,0.155,-0.100
183117,0.190,0.155
183118,0.240,0.485
183119,0.335,0.845
183120,0.230,1.045
183121,-0.075,1.230
183122,-0.555,1.415
183123,-1.240,1.650
183124,-1.965,1.790
183125,-2.460,1.790
183126,-2.665,1.740
183127,-2.680,1.655
183128,-2.575,1.505
183129,-2.420,1.310
183130,-2.275,1.175
183131,-2.175,1.025
183132,-2.030,0.890
183133,-1.855,0.925
183134,-1.710,1.090
183135,-1.605,1.365
183136,-1.475,1.470
183137,-1.330,1.230
183138,-1.185,0.660
183139,-1.070,0.055
183140,-0.930,-0.355
183141,-0.780,-0.565
183142,-0.625,-0.610
183143,-0.465,-0.615
183144,-0.295,-0.625
183145,-0.115,-0.620
183146,0.075,-0.575
183147,0.250,-0.540
183148,0.420,-0.545
183149,0.535,-0.545
183150,0.590,-0.530
183151,0.625,-0.530
183152,0.640,-0.515
183153,0.675,-0.515
183154,0.715,-0.490
183155,0.730,-0.480
183156,0.725,-0.480
183157,0.755,-0.470
183158,0.765,-0.470
183159,0.775,-0.470
183160,0.785,-0.465
183161,0.800,-0.460
183162,0.810,-0.450
183163,0.815,-0.450
183164,0.835,-0.460
183165,0.830,-0.440
183166,0.840,-0.435
183167,0.860,-0.425
183168,0.870,-0.460
183169,0.905,-0.470
183170,0.910,-0.465
183171,0.935,-0.460
183172,0.960,-0.490
183173,0.985,-0.500
183174,1.000,-0.520
183175,1.015,-0.530
183176,1.045,-0.570
183177,1.075,-0.560
183178,1.100,-0.555
183179,1.100,-0.590
183180,1.130,-0.610
183181,1.150,-0.615
183182,1.160,-0.640
183183,1.165,-0.660
183184,1.170,-0.665
183185,1.190,-0.665
183186,1.180,-0.640
183187,1.185,-0.630
183188,1.165,-0.610
183189,1.175,-0.580
183190,1.145,-0.530
183191,1.105,-0.495
183192,1.090,-0.485
183193,1.045,-0.445
183194,1.005,-0.390
183195,0.960,-0.365
183196,0.920,-0.335
183197,0.845,-0.315
183198,0.810,-0.310
183199,0.745,-0.280
183200,0.725,-0.300
183201,0.645,-0.295
183202,0.615,-0.305
183203,0.550,-0.290
183204,0.510,-0.290
183205,0.480,-0.310
183206,0.430,-0.310
183207,0.405,-0.315
183208,0.365,-0.335
183209,0.350,-0.345
183210,0.335,-0.340
183211,0.305,-0.335
183212,0.305,-0.330
183213,0.270,-0.360
183214,0.240,-0.365
183215,0.235,-0.345
183216,0.260,-0.355
183217,0.245,-0.370
183218,0.240,-0.380
183219,0.240,-0.370
183220,0.245,-0.370
183221,0.225,-0.380
183222,0.260,-0.400
183223,0.245,-0.400
183224,0.235,-0.380
183225,0.235,-0.410
183226,0.250,-0.410
183227,0.235,-0.400
183228,0.245,-0.395
183229,0.250,-0.420
183230,0.250,-0.420
183231,0.250,-0.420
183232,0.265,-0.395
183233,0.255,-0.425
183234,0.250,-0.425
183235,0.260,-0.430
183236,0.275,-0.425
183237,0.270,-0.430
183238,0.250,-0.450
183239,0.270,-0.430
183240,0.275,-0.430
183241,0.255,-0.420
183242,0.245,-0.435
183243,0.255,-0.430
183244,0.255,-0.415
183245,0.255,-0.435
183246,0.235,-0.435
183247,0.265,-0.430
183248,0.260,-0.395
183249,0.270,-0.405
183250,0.265,-0.435
183251,0.270,-0.430
183252,0.250,-0.400
183253,0.260,-0.405
183254,0.260,-0.420
183255,0.260,-0.400
183256,0.245,-0.400
183257,0.245,-0.400
183258,0.245,-0.410
183259,0.265,-0.415
183260,0.235,-0.405
183261,0.250,-0.405
183262,0.235,-0.405
183263,0.230,-0.420
183264,0.235,-0.415
183265,0.245,-0.380
183266,0.255,-0.395
183267,0.230,-0.395
183268,0.235,-0.375
183269,0.255,-0.380
183270,0.235,-0.400
183271,0.230,-0.395
183272,0.230,-0.380
183273,0.245,-0.385
183274,0.235,-0.380
183275,0.220,-0.395
183276,0.230,-0.375
183277,0.220,-0.355
183278,0.210,-0.370
183279,0.215,-0.350
183280,0.195,-0.285
183281,0.220,-0.265
183282,0.225,-0.250
183283,0.235,-0.225
183284,0.305,-0.200
183285,0.305,-0.190
183286,0.335,-0.160
183287,0.390,-0.165
183288,0.385,-0.140
183289,0.380,-0.150
183290,0.375,-0.230
183291,0.355,-0.230
183292,0.320,-0.230
183293,0.290,-0.220
183294,0.260,-0.260
183295,0.245,-0.275
183296,0.245,-0.270
183297,0.215,-0.285
183298,0.200,-0.340
183299,0.180,-0.375
183300,0.195,-0.400
183301,0.200,-0.395
183302,0.205,-0.425
183303,0.205,-0.435
183304,0.195,-0.430
183305,0.190,-0.405
183306,0.190,-0.425
183307,0.175,-0.430
183308,0.185,-0.420
183309,0.170,-0.425
183310,0.175,-0.405
183311,0.190,-0.430
183312,0.165,-0.425
183313,0.170,-0.425
183314,0.165,-0.410
183315,0.175,-0.415
183316,0.180,-0.395
183317,0.180,-0.390
183318,0.175,-0.390
183319,0.185,-0.420
183320,0.175,-0.395
183321,0.185,-0.405
183322,0.175,-0.390
183323,0.180,-0.355
183324,0.170,-0.350
183325,0.210,-0.265
183326,0.195,-0.120
183327,0.210,0.030
183328,0.250,0.255
183329,0.350,0.620
183330,0.380,0.880
183331,0.190,1.035
183332,-0.120,1.180
183333,-0.630,1.360
183334,-1.405,1.580
183335,-2.070,1.690
183336,-2.500,1.645
183337,-2.680,1.590
183338,-2.675,1.475
183339,-2.585,1.300
183340,-2.400,1.130
183341,-2.270,0.955
183342,-2.175,0.790
183343,-2.020,0.705
183344,-1.855,0.755
183345,-1.720,0.925
183346,-1.610,1.145
183347,-1.465,1.265
183348,-1.315,1.030
183349,-1.170,0.545
183350,-1.060,-0.025
183351,-0.930,-0.445
183352,-0.810,-0.655
183353,-0.660,-0.710
183354,-0.515,-0.670
183355,-0.355,-0.620
183356,-0.160,-0.590
183357,0.025,-0.550
183358,0.175,-0.520
183359,0.360,-0.465
183360,0.495,-0.475
183361,0.590,-0.460
183362,0.645,-0.440
183363,0.670,-0.450
183364,0.700,-0.445
183365,0.745,-0.435
183366,0.765,-0.425
183367,0.785,-0.415
183368,0.780,-0.400
183369,0.795,-0.400
183370,0.795,-0.400
183371,0.800,-0.370
183372,0.825,-0.390
183373,0.850,-0.390
183374,0.860,-0.395
183375,0.860,-0.380
183376,0.865,-0.365
183377,0.870,-0.365
183378,0.865,-0.380
183379,0.895,-0.395
183380,0.925,-0.405
183381,0.945,-0.420
183382,0.965,-0.400
183383,1.005,-0.405
183384,1.010,-0.420
183385,1.025,-0.450
183386,1.055,-0.470
183387,1.095,-0.480
183388,1.105,-0.490
183389,1.130,-0.500
183390,1.170,-0.520
183391,1.175,-0.535
183392,1.200,-0.550
183393,1.220,-0.570
183394,1.230,-0.585
183395,1.245,-0.565
183396,1.245,-0.580
183397,1.270,-0.570
183398,1.265,-0.575
183399,1.240,-0.530
183400,1.210,-0.520
183401,1.190,-0.485
183402,1.190,-0.465
183403,1.150,-0.400
183404,1.095,-0.360
183405,1.055,-0.345
183406,0.990,-0.315
183407,0.965,-0.265
183408,0.900,-0.265
183409,0.835,-0.265
183410,0.795,-0.250
183411,0.730,-0.245
183412,0.690,-0.215
183413,0.620,-0.235
183414,0.580,-0.240
183415,0.510,-0.260
183416,0.480,-0.260
183417,0.435,-0.270
183418,0.410,-0.285
183419,0.365,-0.315
183420,0.360,-0.320
183421,0.330,-0.340
183422,0.285,-0.335
183423,0.305,-0.315
183424,0.295,-0.320
183425,0.275,-0.345
183426,0.265,-0.340
183427,0.260,-0.350
183428,0.245,-0.340
183429,0.235,-0.340
183430,0.245,-0.375
183431,0.235,-0.360
183432,0.245,-0.365
183433,0.250,-0.355
183434,0.245,-0.370
183435,0.255,-0.385
183436,0.235,-0.370
183437,0.255,-0.400
183438,0.265,-0.400
183439,0.245,-0.395
183440,0.245,-0.390
183441,0.235,-0.400
183442,0.235,-0.390
183443,0.235,-0.400
183444,0.280,-0.405
183445,0.255,-0.410
183446,0.270,-0.445
183447,0.260,-0.420
183448,0.265,-0.425
183449,0.265,-0.435
183450,0.225,-0.430
183451,0.230,-0.430
183452,0.250,-0.420
183453,0.250,-0.450
183454,0.235,-0.440
183455,0.245,-0.455
183456,0.245,-0.450
183457,0.240,-0.445
183458,0.220,-0.450
183459,0.225,-0.425
183460,0.215,-0.420
183461,0.200,-0.420
183462,0.225,-0.430
183463,0.210,-0.420
183464,0.210,-0.430
183465,0.225,-0.410
183466,0.205,-0.430
183467,0.195,-0.430
183468,0.205,-0.435
183469,0.200,-0.435
183470,0.190,-0.430
183471,0.195,-0.450
183472,0.175,-0.445
183473,0.200,-0.425
183474,0.195,-0.425
183475,0.200,-0.410
183476,0.180,-0.405
183477,0.175,-0.380
183478,0.190,-0.405
183479,0.175,-0.420
183480,0.160,-0.435
183481,0.165,-0.410
183482,0.195,-0.400
183483,0.185,-0.410
183484,0.165,-0.405
183485,0.160,-0.400
183486,0.150,-0.410
183487,0.150,-0.420
183488,0.140,-0.395
183489,0.140,-0.390
183490,0.160,-0.405
183491,0.155,-0.365
183492,0.135,-0.345
183493,0.115,-0.320
183494,0.150,-0.295
183495,0.160,-0.290
183496,0.200,-0.250
183497,0.240,-0.205
183498,0.215,-0.185
183499,0.275,-0.180
183500,0.305,-0.200
183501,0.320,-0.200
183502,0.315,-0.250
183503,0.315,-0.260
183504,0.290,-0.260
183505,0.240,-0.270
183506,0.225,-0.305
183507,0.190,-0.305
183508,0.185,-0.315
183509,0.160,-0.355
183510,0.140,-0.350
183511,0.120,-0.400
183512,0.100,-0.415
183513,0.090,-0.425
183514,0.120,-0.440
183515,0.125,-0.445
183516,0.115,-0.470
183517,0.105,-0.430
183518,0.110,-0.440
183519,0.100,-0.440
183520,0.075,-0.440
183521,0.090,-0.425
183522,0.120,-0.425
183523,0.105,-0.445
183524,0.100,-0.425
183525,0.090,-0.445
183526,0.115,-0.440
183527,0.110,-0.435
183528,0.110,-0.415
183529,0.105,-0.415
183530,0.110,-0.415
183531,0.105,-0.445
183532,0.100,-0.415
183533,0.115,-0.390
183534,0.095,-0.400
183535,0.090,-0.380
183536,0.095,-0.295
183537,0.090,-0.180
183538,0.110,0.030
183539,0.155,0.310
183540,0.265,0.745
183541,0.310,1.080
183542,0.095,1.360
183543,-0.240,1.580
183544,-0.800,1.765
183545,-1.570,2.020
183546,-2.225,2.170
183547,-2.650,2.135
183548,-2.855,2.030
183549,-2.830,1.880
183550,-2.670,1.665
183551,-2.430,1.450
183552,-2.250,1.275
183553,-2.110,1.125
183554,-1.980,1.075
183555,-1.825,1.170
183556,-1.705,1.420
183557,-1.605,1.745
183558,-1.455,1.810
183559,-1.310,1.495
183560,-1.195,0.950
183561,-1.080,0.375
183562,-0.950,-0.110
183563,-0.790,-0.450
183564,-0.635,-0.595
183565,-0.505,-0.610
183566,-0.330,-0.650
183567,-0.155,-0.640
183568,0.000,-0.620
183569,0.185,-0.610
183570,0.330,-0.600
183571,0.450,-0.590
183572,0.520,-0.595
183573,0.550,-0.590
183574,0.590,-0.590
183575,0.600,-0.585
183576,0.635,-0.520
183577,0.675,-0.535
183578,0.685,-0.535
183579,0.730,-0.535
183580,0.765,-0.510
183581,0.785,-0.515
183582,0.785,-0.520
183583,0.830,-0.495
183584,0.835,-0.490
183585,0.845,-0.460
183586,0.850,-0.455
183587,0.870,-0.455
183588,0.885,-0.460
183589,0.880,-0.465
183590,0.900,-0.475
183591,0.900,-0.460
183592,0.940,-0.465
183593,0.955,-0.475
183594,0.955,-0.510
183595,0.985,-0.505
183596,1.005,-0.520
183597,1.055,-0.515
