0rder,ECG1,ECG2
22302,0.15,-0.395
22303,0.145,-0.355
22304,0.135,-0.325
22305,0.135,-0.275
22306,0.16,-0.27
22307,0.205,-0.23
22308,0.205,-0.23
22309,0.255,-0.215
22310,0.26,-0.21
22311,0.3,-0.205
22312,0.32,-0.2
22313,0.315,-0.23
22314,0.305,-0.275
22315,0.31,-0.275
22316,0.28,-0.28
22317,0.225,-0.3
22318,0.165,-0.33
22319,0.19,-0.34
22320,0.195,-0.325
22321,0.125,-0.36
22322,0.095,-0.4
22323,0.08,-0.44
22324,0.09,-0.45
22325,0.11,-0.465
22326,0.11,-0.46
22327,0.105,-0.45
22328,0.1,-0.465
22329,0.095,-0.46
22330,0.08,-0.46
22331,0.085,-0.45
22332,0.07,-0.475
22333,0.075,-0.46
22334,0.065,-0.465
22335,0.08,-0.46
22336,0.075,-0.46
22337,0.07,-0.46
22338,0.05,-0.435
22339,0.07,-0.46
22340,0.065,-0.455
22341,0.08,-0.45
22342,0.075,-0.44
22343,0.07,-0.43
22344,0.095,-0.445
22345,0.095,-0.435
22346,0.085,-0.425
22347,0.08,-0.395
22348,0.09,-0.315
22349,0.075,-0.2
22350,0.095,-0.035
22351,0.13,0.2
22352,0.235,0.465
22353,0.235,0.715
22354,0.055,0.86
22355,-0.275,1.06
22356,-0.815,1.305
22357,-1.51,1.495
22358,-2.075,1.545
22359,-2.445,1.545
22360,-2.55,1.485
22361,-2.455,1.4
22362,-2.315,1.26
22363,-2.115,1.13
22364,-1.995,1
22365,-1.875,0.885
22366,-1.72,0.925
22367,-1.58,1.07
22368,-1.48,1.295
22369,-1.385,1.35
22370,-1.26,1.025
22371,-1.135,0.48
22372,-1.035,-0.095
22373,-0.925,-0.44
22374,-0.825,-0.635
22375,-0.69,-0.675
22376,-0.53,-0.69
22377,-0.405,-0.675
22378,-0.23,-0.675
22379,-0.08,-0.635
22380,0.075,-0.595
22381,0.24,-0.605
22382,0.36,-0.585
22383,0.425,-0.595
22384,0.495,-0.59
22385,0.515,-0.57
22386,0.545,-0.58
22387,0.555,-0.575
22388,0.59,-0.585
22389,0.6,-0.57
22390,0.595,-0.54
22391,0.605,-0.54
22392,0.625,-0.565
22393,0.61,-0.57
22394,0.645,-0.55
22395,0.635,-0.555
22396,0.645,-0.565
22397,0.66,-0.555
22398,0.655,-0.545
22399,0.66,-0.58
22400,0.705,-0.58
22401,0.725,-0.575
22402,0.75,-0.585
22403,0.78,-0.59
22404,0.77,-0.615
22405,0.825,-0.615
22406,0.835,-0.63
22407,0.86,-0.65
22408,0.865,-0.665
22409,0.91,-0.66
22410,0.92,-0.69
22411,0.935,-0.695
22412,0.965,-0.72
22413,0.955,-0.735
22414,1,-0.72
22415,1.005,-0.735
22416,1.03,-0.745
22417,1.02,-0.745
22418,1.025,-0.735
22419,1.05,-0.705
22420,1.03,-0.685
22421,1.02,-0.62
22422,0.995,-0.59
22423,0.955,-0.56
22424,0.95,-0.52
22425,0.885,-0.48
22426,0.87,-0.425
22427,0.81,-0.41
22428,0.755,-0.375
22429,0.725,-0.33
22430,0.675,-0.34
22431,0.635,-0.32
22432,0.575,-0.325
22433,0.535,-0.32
22434,0.51,-0.315
22435,0.43,-0.33
22436,0.405,-0.345
22437,0.365,-0.33
22438,0.35,-0.34
22439,0.325,-0.35
22440,0.295,-0.355
22441,0.285,-0.36
22442,0.255,-0.37
22443,0.26,-0.37
22444,0.25,-0.385
22445,0.225,-0.385
22446,0.225,-0.375
22447,0.225,-0.385
22448,0.205,-0.395
22449,0.22,-0.38
22450,0.235,-0.41
22451,0.215,-0.405
22452,0.195,-0.4
22453,0.195,-0.405
22454,0.215,-0.43
22455,0.215,-0.435
22456,0.21,-0.45
22457,0.205,-0.42
22458,0.22,-0.435
22459,0.215,-0.46
22460,0.195,-0.435
22461,0.215,-0.46
22462,0.21,-0.45
22463,0.2,-0.47
22464,0.225,-0.465
22465,0.225,-0.45
22466,0.24,-0.465
22467,0.22,-0.47
22468,0.215,-0.475
22469,0.215,-0.475
22470,0.21,-0.465
22471,0.22,-0.47
22472,0.21,-0.47
22473,0.2,-0.465
22474,0.225,-0.465
22475,0.2,-0.48
22476,0.195,-0.48
22477,0.22,-0.47
22478,0.215,-0.49
22479,0.185,-0.485
22480,0.195,-0.47
22481,0.2,-0.455
22482,0.195,-0.48
22483,0.205,-0.44
22484,0.205,-0.45
22485,0.19,-0.475
22486,0.185,-0.455
22487,0.19,-0.445
22488,0.215,-0.44
22489,0.205,-0.445
22490,0.19,-0.435
22491,0.195,-0.43
22492,0.2,-0.43
22493,0.2,-0.425
22494,0.175,-0.41
22495,0.165,-0.44
22496,0.17,-0.42
22497,0.18,-0.42
22498,0.16,-0.42
22499,0.17,-0.42
22500,0.175,-0.42
22501,0.175,-0.41
22502,0.19,-0.425
22503,0.165,-0.425
22504,0.16,-0.43
22505,0.155,-0.395
22506,0.165,-0.395
22507,0.135,-0.385
22508,0.155,-0.33
22509,0.15,-0.295
22510,0.16,-0.305
22511,0.17,-0.295
22512,0.185,-0.245
22513,0.225,-0.21
22514,0.245,-0.19
22515,0.26,-0.2
22516,0.305,-0.195
22517,0.31,-0.225
22518,0.315,-0.285
22519,0.305,-0.295
22520,0.28,-0.29
22521,0.25,-0.31
22522,0.19,-0.335
22523,0.19,-0.37
22524,0.195,-0.36
22525,0.17,-0.37
22526,0.105,-0.43
22527,0.095,-0.465
22528,0.085,-0.485
22529,0.1,-0.465
22530,0.1,-0.47
22531,0.085,-0.465
22532,0.09,-0.475
22533,0.095,-0.485
22534,0.1,-0.47
22535,0.09,-0.485
22536,0.085,-0.475
22537,0.1,-0.475
22538,0.065,-0.505
22539,0.085,-0.48
22540,0.1,-0.465
22541,0.095,-0.46
22542,0.085,-0.475
22543,0.08,-0.47
22544,0.08,-0.475
22545,0.085,-0.475
22546,0.06,-0.48
22547,0.065,-0.465
22548,0.07,-0.47
22549,0.075,-0.42
22550,0.07,-0.37
22551,0.085,-0.27
22552,0.07,-0.085
22553,0.12,0.185
22554,0.18,0.57
22555,0.24,0.87
22556,0.08,1.085
22557,-0.245,1.295
22558,-0.825,1.555
22559,-1.53,1.8
22560,-2.085,1.86
22561,-2.43,1.81
22562,-2.48,1.74
22563,-2.385,1.565
22564,-2.225,1.385
22565,-2.065,1.27
22566,-1.95,1.13
22567,-1.86,1.075
22568,-1.695,1.15
22569,-1.575,1.365
22570,-1.505,1.61
22571,-1.39,1.645
22572,-1.265,1.29
22573,-1.155,0.675
22574,-1.045,0.11
22575,-0.9,-0.27
22576,-0.775,-0.535
22577,-0.63,-0.66
22578,-0.48,-0.725
22579,-0.29,-0.725
22580,-0.095,-0.705
22581,0.065,-0.685
22582,0.21,-0.695
22583,0.345,-0.685
22584,0.405,-0.665
22585,0.48,-0.67
22586,0.485,-0.685
22587,0.51,-0.67
22588,0.55,-0.65
22589,0.56,-0.65
22590,0.56,-0.655
22591,0.615,-0.64
22592,0.615,-0.63
22593,0.61,-0.62
22594,0.615,-0.635
22595,0.63,-0.625
22596,0.63,-0.63
22597,0.63,-0.61
22598,0.655,-0.585
22599,0.655,-0.6
22600,0.7,-0.625
22601,0.695,-0.62
22602,0.71,-0.625
22603,0.735,-0.64
22604,0.75,-0.635
22605,0.76,-0.665
22606,0.77,-0.67
22607,0.8,-0.69
22608,0.83,-0.725
22609,0.85,-0.74
22610,0.895,-0.745
22611,0.895,-0.755
22612,0.92,-0.765
22613,0.95,-0.77
22614,0.955,-0.8
22615,0.955,-0.785
22616,0.99,-0.81
22617,0.995,-0.8
22618,0.99,-0.77
22619,0.99,-0.72
22620,0.97,-0.7
22621,0.96,-0.655
22622,0.935,-0.615
22623,0.885,-0.58
22624,0.835,-0.54
22625,0.79,-0.485
22626,0.745,-0.435
22627,0.7,-0.405
22628,0.665,-0.415
22629,0.63,-0.365
22630,0.56,-0.36
22631,0.54,-0.35
22632,0.475,-0.375
22633,0.415,-0.365
22634,0.365,-0.395
22635,0.345,-0.385
22636,0.305,-0.41
22637,0.28,-0.415
22638,0.25,-0.41
22639,0.2,-0.42
22640,0.195,-0.405
22641,0.17,-0.4
22642,0.165,-0.415
22643,0.165,-0.425
22644,0.155,-0.445
22645,0.145,-0.415
22646,0.145,-0.45
22647,0.15,-0.445
22648,0.135,-0.445
22649,0.14,-0.465
22650,0.145,-0.425
22651,0.145,-0.45
22652,0.155,-0.45
22653,0.145,-0.475
22654,0.15,-0.465
22655,0.125,-0.48
22656,0.135,-0.48
22657,0.145,-0.49
22658,0.125,-0.48
22659,0.14,-0.46
22660,0.175,-0.475
22661,0.165,-0.5
22662,0.14,-0.505
22663,0.155,-0.5
22664,0.165,-0.515
22665,0.16,-0.49
22666,0.15,-0.515
22667,0.16,-0.515
22668,0.165,-0.5
22669,0.185,-0.51
22670,0.165,-0.505
22671,0.16,-0.515
22672,0.16,-0.5
22673,0.155,-0.535
22674,0.16,-0.525
22675,0.15,-0.5
22676,0.15,-0.51
22677,0.15,-0.495
22678,0.145,-0.5
22679,0.14,-0.495
22680,0.12,-0.495
22681,0.135,-0.495
22682,0.135,-0.51
22683,0.155,-0.485
22684,0.13,-0.49
22685,0.115,-0.48
22686,0.12,-0.475
22687,0.12,-0.485
22688,0.115,-0.48
22689,0.115,-0.49
22690,0.13,-0.475
22691,0.115,-0.465
22692,0.11,-0.465
22693,0.115,-0.465
22694,0.13,-0.445
22695,0.12,-0.46
22696,0.08,-0.455
22697,0.095,-0.46
22698,0.115,-0.435
22699,0.085,-0.43
22700,0.11,-0.44
22701,0.115,-0.44
22702,0.13,-0.435
22703,0.095,-0.435
22704,0.085,-0.415
22705,0.13,-0.41
22706,0.085,-0.35
22707,0.09,-0.32
22708,0.075,-0.33
22709,0.095,-0.31
22710,0.14,-0.25
22711,0.19,-0.22
22712,0.2,-0.225
22713,0.215,-0.225
22714,0.245,-0.205
22715,0.26,-0.215
22716,0.28,-0.26
22717,0.27,-0.28
22718,0.225,-0.275
22719,0.19,-0.29
22720,0.155,-0.34
22721,0.14,-0.375
22722,0.13,-0.36
22723,0.115,-0.38
22724,0.09,-0.4
22725,0.05,-0.43
22726,0.035,-0.45
22727,0.045,-0.455
22728,0.05,-0.47
22729,0.065,-0.48
22730,0.05,-0.465
22731,0.03,-0.465
22732,0.04,-0.475
22733,0.035,-0.46
22734,0.04,-0.465
22735,0.045,-0.465
22736,0.03,-0.48
22737,0.07,-0.48
22738,0.03,-0.45
22739,0.055,-0.46
22740,0.055,-0.475
22741,0.045,-0.44
22742,0.03,-0.45
22743,0.065,-0.45
22744,0.06,-0.44
22745,0.065,-0.435
22746,0.04,-0.43
22747,0.065,-0.405
22748,0.06,-0.41
22749,0.055,-0.375
22750,0.06,-0.27
22751,0.055,-0.115
22752,0.07,0.135
22753,0.17,0.505
22754,0.25,0.925
22755,0.13,1.195
22756,-0.15,1.455
22757,-0.605,1.765
22758,-1.31,2.08
22759,-1.965,2.205
22760,-2.465,2.195
22761,-2.685,2.16
22762,-2.64,2.065
22763,-2.49,1.875
22764,-2.27,1.705
22765,-2.1,1.585
22766,-1.98,1.465
22767,-1.805,1.47
22768,-1.67,1.59
22769,-1.56,1.845
22770,-1.485,2.08
22771,-1.38,2.02
22772,-1.245,1.575
22773,-1.115,0.935
22774,-1.03,0.32
22775,-0.895,-0.13
22776,-0.76,-0.47
22777,-0.59,-0.61
22778,-0.425,-0.685
22779,-0.245,-0.72
22780,-0.085,-0.695
22781,0.09,-0.685
22782,0.26,-0.68
22783,0.375,-0.69
22784,0.42,-0.72
22785,0.485,-0.715
22786,0.495,-0.7
22787,0.52,-0.7
22788,0.555,-0.69
22789,0.56,-0.705
22790,0.585,-0.67
22791,0.595,-0.665
22792,0.615,-0.685
22793,0.61,-0.68
22794,0.615,-0.655
22795,0.65,-0.66
22796,0.635,-0.7
22797,0.645,-0.675
22798,0.67,-0.655
22799,0.705,-0.67
22800,0.67,-0.685
22801,0.715,-0.685
22802,0.735,-0.68
22803,0.735,-0.69
22804,0.75,-0.705
22805,0.755,-0.715
22806,0.765,-0.715
22807,0.82,-0.745
22808,0.84,-0.755
22809,0.85,-0.765
22810,0.895,-0.785
22811,0.915,-0.8
22812,0.94,-0.84
22813,0.955,-0.84
22814,0.97,-0.85
22815,0.98,-0.85
22816,1.01,-0.875
22817,1.02,-0.825
22818,1.03,-0.835
22819,1.025,-0.81
22820,1.005,-0.79
22821,1.015,-0.765
22822,0.99,-0.725
22823,0.96,-0.68
22824,0.94,-0.64
22825,0.865,-0.575
22826,0.86,-0.545
22827,0.81,-0.49
22828,0.77,-0.43
22829,0.715,-0.42
22830,0.66,-0.39
22831,0.6,-0.37
22832,0.565,-0.37
22833,0.515,-0.36
22834,0.465,-0.35
22835,0.43,-0.335
22836,0.39,-0.37
22837,0.345,-0.355
22838,0.345,-0.34
22839,0.285,-0.375
22840,0.27,-0.385
22841,0.245,-0.385
22842,0.235,-0.38
22843,0.235,-0.41
22844,0.205,-0.41
22845,0.205,-0.395
22846,0.215,-0.39
22847,0.175,-0.405
22848,0.19,-0.415
22849,0.18,-0.415
22850,0.185,-0.41
22851,0.19,-0.42
22852,0.19,-0.43
22853,0.195,-0.42
22854,0.175,-0.42
22855,0.19,-0.41
22856,0.155,-0.45
22857,0.17,-0.43
22858,0.18,-0.435
22859,0.195,-0.45
22860,0.18,-0.46
22861,0.205,-0.46
22862,0.21,-0.445
22863,0.22,-0.45
22864,0.2,-0.48
22865,0.2,-0.48
22866,0.205,-0.465
22867,0.2,-0.48
22868,0.195,-0.475
22869,0.19,-0.48
22870,0.21,-0.48
22871,0.185,-0.48
22872,0.19,-0.48
22873,0.195,-0.465
22874,0.2,-0.48
22875,0.2,-0.475
22876,0.205,-0.46
22877,0.2,-0.48
22878,0.185,-0.47
22879,0.195,-0.445
22880,0.19,-0.455
22881,0.2,-0.485
22882,0.195,-0.465
22883,0.195,-0.465
22884,0.195,-0.48
22885,0.185,-0.485
22886,0.17,-0.48
22887,0.17,-0.48
22888,0.175,-0.48
22889,0.175,-0.48
22890,0.165,-0.475
22891,0.17,-0.485
22892,0.2,-0.465
22893,0.185,-0.46
22894,0.18,-0.44
22895,0.165,-0.445
22896,0.175,-0.465
22897,0.19,-0.465
22898,0.16,-0.45
22899,0.18,-0.435
22900,0.17,-0.435
22901,0.14,-0.45
22902,0.165,-0.43
22903,0.17,-0.42
22904,0.18,-0.44
22905,0.17,-0.435
22906,0.165,-0.415
22907,0.165,-0.395
22908,0.16,-0.355
22909,0.17,-0.335
22910,0.16,-0.3
22911,0.18,-0.26
22912,0.205,-0.26
22913,0.235,-0.22
22914,0.275,-0.22
22915,0.3,-0.18
22916,0.335,-0.19
22917,0.345,-0.175
22918,0.345,-0.215
22919,0.35,-0.25
22920,0.35,-0.265
22921,0.325,-0.255
22922,0.265,-0.285
22923,0.225,-0.3
22924,0.205,-0.32
22925,0.215,-0.345
22926,0.175,-0.335
22927,0.14,-0.37
22928,0.13,-0.43
22929,0.15,-0.45
22930,0.12,-0.435
22931,0.15,-0.435
22932,0.14,-0.46
22933,0.14,-0.445
22934,0.145,-0.455
22935,0.11,-0.45
22936,0.1,-0.42
22937,0.14,-0.445
22938,0.145,-0.43
22939,0.135,-0.435
22940,0.145,-0.435
22941,0.145,-0.435
22942,0.145,-0.425
22943,0.14,-0.43
22944,0.15,-0.415
22945,0.16,-0.435
22946,0.145,-0.425
22947,0.135,-0.415
22948,0.135,-0.4
22949,0.125,-0.4
22950,0.135,-0.4
22951,0.16,-0.36
22952,0.155,-0.335
22953,0.135,-0.25
22954,0.15,-0.085
22955,0.19,0.11
22956,0.245,0.42
22957,0.315,0.715
22958,0.23,0.945
22959,-0.07,1.165
22960,-0.57,1.425
22961,-1.28,1.7
22962,-1.99,1.905
22963,-2.49,1.925
22964,-2.745,1.89
22965,-2.72,1.85
22966,-2.62,1.715
22967,-2.43,1.575
22968,-2.275,1.445
22969,-2.125,1.335
22970,-2,1.27
22971,-1.815,1.39
22972,-1.68,1.62
22973,-1.57,1.825
22974,-1.41,1.725
22975,-1.285,1.275
22976,-1.165,0.61
22977,-1.06,0.025
22978,-0.925,-0.33
22979,-0.79,-0.53
22980,-0.625,-0.6
22981,-0.495,-0.655
22982,-0.285,-0.65
22983,-0.11,-0.63
22984,0.07,-0.605
22985,0.265,-0.595
22986,0.425,-0.6
22987,0.495,-0.6
22988,0.565,-0.59
22989,0.62,-0.595
22990,0.65,-0.585
22991,0.655,-0.58
22992,0.675,-0.59
22993,0.705,-0.575
22994,0.725,-0.575
22995,0.735,-0.56
22996,0.76,-0.545
22997,0.775,-0.565
22998,0.775,-0.55
22999,0.785,-0.565
23000,0.79,-0.555
23001,0.8,-0.56
23002,0.825,-0.555
23003,0.815,-0.56
23004,0.84,-0.575
23005,0.845,-0.58
23006,0.875,-0.575
23007,0.875,-0.575
23008,0.9,-0.585
23009,0.945,-0.61
23010,0.955,-0.61
23011,0.995,-0.635
23012,1,-0.655
23013,1.01,-0.665
23014,1.06,-0.7
23015,1.085,-0.715
23016,1.09,-0.72
23017,1.14,-0.735
23018,1.155,-0.76
23019,1.195,-0.76
23020,1.195,-0.76
23021,1.215,-0.755
23022,1.245,-0.765
23023,1.225,-0.76
23024,1.225,-0.72
23025,1.205,-0.695
23026,1.205,-0.67
23027,1.15,-0.62
23028,1.12,-0.59
23029,1.09,-0.55
23030,1.045,-0.48
23031,1,-0.45
23032,0.95,-0.4
23033,0.895,-0.37
23034,0.84,-0.35
23035,0.79,-0.295
23036,0.735,-0.28
23037,0.7,-0.285
23038,0.645,-0.285
23039,0.59,-0.27
23040,0.535,-0.27
23041,0.47,-0.285
23042,0.465,-0.305
23043,0.43,-0.315
23044,0.38,-0.29
23045,0.355,-0.29
23046,0.33,-0.295
23047,0.32,-0.32
23048,0.31,-0.3
23049,0.28,-0.335
23050,0.265,-0.315
23051,0.25,-0.32
23052,0.255,-0.325
23053,0.27,-0.34
23054,0.25,-0.35
23055,0.23,-0.33
23056,0.23,-0.34
23057,0.235,-0.345
23058,0.25,-0.355
23059,0.235,-0.355
23060,0.23,-0.365
23061,0.225,-0.37
23062,0.22,-0.375
23063,0.23,-0.385
23064,0.225,-0.37
23065,0.22,-0.395
23066,0.23,-0.395
23067,0.24,-0.4
23068,0.22,-0.415
23069,0.2,-0.405
23070,0.21,-0.42
23071,0.22,-0.4
23072,0.205,-0.395
23073,0.235,-0.4
23074,0.215,-0.41
23075,0.21,-0.405
23076,0.215,-0.4
23077,0.23,-0.405
23078,0.22,-0.425
23079,0.215,-0.43
23080,0.24,-0.425
23081,0.225,-0.4
23082,0.205,-0.425
23083,0.2,-0.435
23084,0.22,-0.41
23085,0.23,-0.4
23086,0.21,-0.395
23087,0.195,-0.43
23088,0.21,-0.42
23089,0.205,-0.4
23090,0.19,-0.39
23091,0.195,-0.43
23092,0.18,-0.405
23093,0.19,-0.395
23094,0.185,-0.395
23095,0.18,-0.385
23096,0.18,-0.4
23097,0.18,-0.39
23098,0.18,-0.39
23099,0.17,-0.415
23100,0.16,-0.385
23101,0.175,-0.385
23102,0.175,-0.375
23103,0.185,-0.395
23104,0.165,-0.385
23105,0.18,-0.395
23106,0.165,-0.395
23107,0.165,-0.395
23108,0.16,-0.38
23109,0.165,-0.38
23110,0.16,-0.38
23111,0.14,-0.38
23112,0.155,-0.365
23113,0.165,-0.36
23114,0.15,-0.305
23115,0.15,-0.28
23116,0.16,-0.25
23117,0.165,-0.23
23118,0.23,-0.2
23119,0.26,-0.19
23120,0.28,-0.17
23121,0.305,-0.16
23122,0.35,-0.145
23123,0.35,-0.15
23124,0.35,-0.18
23125,0.35,-0.225
23126,0.335,-0.245
23127,0.275,-0.22
23128,0.26,-0.275
23129,0.195,-0.29
23130,0.23,-0.295
23131,0.215,-0.315
23132,0.19,-0.32
23133,0.13,-0.38
23134,0.115,-0.405
23135,0.135,-0.415
23136,0.14,-0.43
23137,0.15,-0.43
23138,0.135,-0.42
23139,0.125,-0.44
23140,0.125,-0.42
23141,0.125,-0.43
23142,0.135,-0.435
23143,0.125,-0.425
23144,0.12,-0.435
23145,0.11,-0.42
23146,0.13,-0.405
23147,0.11,-0.43
23148,0.125,-0.445
23149,0.12,-0.42
23150,0.125,-0.42
23151,0.155,-0.415
23152,0.13,-0.41
23153,0.115,-0.41
23154,0.135,-0.415
23155,0.125,-0.395
23156,0.155,-0.385
23157,0.105,-0.4
23158,0.115,-0.39
23159,0.125,-0.32
23160,0.13,-0.255
23161,0.13,-0.105
23162,0.145,0.095
23163,0.2,0.385
23164,0.305,0.675
23165,0.225,0.875
23166,-0.08,1.065
23167,-0.595,1.315
23168,-1.35,1.61
23169,-2.1,1.785
23170,-2.65,1.8
23171,-2.93,1.775
23172,-2.905,1.745
23173,-2.78,1.635
23174,-2.615,1.505
23175,-2.435,1.38
23176,-2.32,1.255
23177,-2.16,1.135
23178,-1.975,1.135
23179,-1.845,1.265
23180,-1.715,1.51
23181,-1.62,1.64
23182,-1.465,1.44
23183,-1.33,0.915
23184,-1.185,0.265
23185,-1.075,-0.23
23186,-0.945,-0.49
23187,-0.795,-0.6
23188,-0.62,-0.63
23189,-0.42,-0.62
23190,-0.275,-0.61
23191,-0.09,-0.59
23192,0.13,-0.54
23193,0.31,-0.52
23194,0.465,-0.535
23195,0.545,-0.56
23196,0.595,-0.525
23197,0.63,-0.515
23198,0.68,-0.525
23199,0.71,-0.52
23200,0.725,-0.52
23201,0.765,-0.495
23202,0.765,-0.505
23203,0.765,-0.515
23204,0.78,-0.48
23205,0.8,-0.49
23206,0.815,-0.49
23207,0.805,-0.49
23208,0.815,-0.495
23209,0.845,-0.49
23210,0.83,-0.505
23211,0.87,-0.495
23212,0.895,-0.49
23213,0.905,-0.515
23214,0.925,-0.515
23215,0.93,-0.55
23216,0.955,-0.545
23217,0.97,-0.555
23218,1.02,-0.555
23219,1.03,-0.585
23220,1.065,-0.6
23221,1.09,-0.595
23222,1.11,-0.6
23223,1.125,-0.63
23224,1.18,-0.655
23225,1.2,-0.65
23226,1.23,-0.645
23227,1.24,-0.68
23228,1.245,-0.705
23229,1.26,-0.69
23230,1.28,-0.675
23231,1.275,-0.685
23232,1.275,-0.675
23233,1.23,-0.62
23234,1.225,-0.61
23235,1.185,-0.57
23236,1.15,-0.52
23237,1.11,-0.47
23238,1.08,-0.435
23239,1.02,-0.39
23240,0.965,-0.37
23241,0.92,-0.32
23242,0.86,-0.285
23243,0.805,-0.275
23244,0.755,-0.265
23245,0.71,-0.25
23246,0.67,-0.24
23247,0.605,-0.235
23248,0.545,-0.26
23249,0.485,-0.265
23250,0.46,-0.255
23251,0.43,-0.26
23252,0.405,-0.275
23253,0.34,-0.285
23254,0.335,-0.27
23255,0.315,-0.285
23256,0.31,-0.28
23257,0.275,-0.29
23258,0.28,-0.315
23259,0.25,-0.305
23260,0.255,-0.315
23261,0.245,-0.33
23262,0.22,-0.33
23263,0.24,-0.32
23264,0.205,-0.32
23265,0.225,-0.32
23266,0.215,-0.33
23267,0.215,-0.335
23268,0.205,-0.345
23269,0.205,-0.35
23270,0.215,-0.35
23271,0.24,-0.34
23272,0.21,-0.355
23273,0.245,-0.355
23274,0.26,-0.35
23275,0.225,-0.37
23276,0.22,-0.38
23277,0.235,-0.37
23278,0.24,-0.375
23279,0.25,-0.365
23280,0.235,-0.36
23281,0.24,-0.37
23282,0.24,-0.39
23283,0.25,-0.385
23284,0.245,-0.39
23285,0.245,-0.385
23286,0.265,-0.37
23287,0.255,-0.36
23288,0.235,-0.375
23289,0.24,-0.37
23290,0.24,-0.38
23291,0.23,-0.395
23292,0.225,-0.37
23293,0.225,-0.385
23294,0.225,-0.375
23295,0.23,-0.365
23296,0.195,-0.36
23297,0.205,-0.37
23298,0.215,-0.39
23299,0.205,-0.39
23300,0.185,-0.395
23301,0.195,-0.38
23302,0.19,-0.38
23303,0.195,-0.37
23304,0.175,-0.38
23305,0.18,-0.36
23306,0.165,-0.365
23307,0.175,-0.38
23308,0.18,-0.37
23309,0.145,-0.37
23310,0.145,-0.375
23311,0.15,-0.36
23312,0.175,-0.38
23313,0.17,-0.365
23314,0.17,-0.365
23315,0.18,-0.385
23316,0.17,-0.36
23317,0.15,-0.365
23318,0.15,-0.365
23319,0.135,-0.37
23320,0.135,-0.385
23321,0.12,-0.365
23322,0.135,-0.355
23323,0.16,-0.38
23324,0.15,-0.35
23325,0.13,-0.295
23326,0.135,-0.26
23327,0.14,-0.225
23328,0.17,-0.22
23329,0.2,-0.2
23330,0.23,-0.18
23331,0.25,-0.17
23332,0.28,-0.16
23333,0.29,-0.165
23334,0.325,-0.17
23335,0.31,-0.21
23336,0.305,-0.24
23337,0.275,-0.22
23338,0.23,-0.225
23339,0.2,-0.265
23340,0.185,-0.33
23341,0.2,-0.32
23342,0.175,-0.305
23343,0.15,-0.325
23344,0.075,-0.34
23345,0.06,-0.365
23346,0.055,-0.42
23347,0.055,-0.435
23348,0.085,-0.43
23349,0.08,-0.41
23350,0.095,-0.41
23351,0.085,-0.41
23352,0.075,-0.42
23353,0.085,-0.43
23354,0.1,-0.42
23355,0.075,-0.43
23356,0.075,-0.43
23357,0.08,-0.42
23358,0.07,-0.425
23359,0.055,-0.42
23360,0.055,-0.42
23361,0.065,-0.43
23362,0.04,-0.415
23363,0.045,-0.425
23364,0.06,-0.405
23365,0.08,-0.43
23366,0.075,-0.4
23367,0.07,-0.395
23368,0.08,-0.4
23369,0.06,-0.39
23370,0.05,-0.34
23371,0.025,-0.265
23372,0.045,-0.115
23373,0.085,0.07
23374,0.145,0.365
23375,0.25,0.705
23376,0.16,0.92
23377,-0.095,1.11
23378,-0.525,1.33
23379,-1.235,1.595
23380,-2.02,1.83
23381,-2.61,1.91
23382,-3,1.91
23383,-3.11,1.855
23384,-3.03,1.755
23385,-2.87,1.595
23386,-2.675,1.43
23387,-2.525,1.32
23388,-2.42,1.185
23389,-2.22,1.145
23390,-2.045,1.275
23391,-1.945,1.49
23392,-1.825,1.715
23393,-1.7,1.755
23394,-1.56,1.445
23395,-1.4,0.89
23396,-1.24,0.315
23397,-1.15,-0.12
23398,-0.965,-0.41
23399,-0.805,-0.55
23400,-0.63,-0.63
23401,-0.45,-0.67
23402,-0.265,-0.66
23403,-0.095,-0.64
23404,0.105,-0.61
23405,0.26,-0.595
23406,0.395,-0.595
23407,0.47,-0.625
23408,0.52,-0.615
23409,0.55,-0.6
23410,0.58,-0.605
23411,0.605,-0.595
23412,0.62,-0.58
23413,0.64,-0.565
23414,0.65,-0.57
23415,0.65,-0.575
23416,0.67,-0.56
23417,0.675,-0.535
23418,0.69,-0.54
23419,0.7,-0.555
23420,0.725,-0.53
23421,0.75,-0.53
23422,0.76,-0.535
23423,0.785,-0.55
23424,0.78,-0.54
23425,0.805,-0.535
23426,0.815,-0.54
23427,0.865,-0.565
23428,0.88,-0.565
23429,0.88,-0.555
23430,0.91,-0.58
23431,0.935,-0.595
23432,1,-0.62
23433,1.005,-0.62
23434,1.02,-0.63
23435,1.04,-0.665
23436,1.045,-0.66
23437,1.085,-0.685
23438,1.11,-0.705
23439,1.135,-0.715
23440,1.15,-0.7
23441,1.17,-0.7
23442,1.165,-0.685
23443,1.17,-0.69
23444,1.165,-0.685
23445,1.15,-0.66
23446,1.145,-0.61
23447,1.105,-0.6
23448,1.085,-0.54
23449,1.045,-0.505
23450,1.015,-0.455
23451,0.955,-0.405
23452,0.905,-0.38
23453,0.86,-0.335
23454,0.81,-0.31
23455,0.745,-0.29
23456,0.715,-0.285
23457,0.66,-0.27
23458,0.605,-0.245
23459,0.525,-0.27
23460,0.455,-0.27
23461,0.43,-0.285
23462,0.375,-0.29
23463,0.335,-0.27
23464,0.315,-0.31
23465,0.28,-0.28
23466,0.255,-0.275
